seismic_zone,ground_acceleration_g,p_wave_velocity_kms,s_wave_velocity_kms,recent_quakes_30d,max_recent_magnitude,fault_distance_km,soil_type,building_age_years,bedrock_depth_m,historical_count_5y,population_density,hour_of_day,month,risk_level
3,0.459,4.76,2.97,8,3.8,48.5,3,94,22.0,12,3666.0,23,5,2
2,0.183,4.38,2.9,2,2.3,22.4,1,32,90.8,13,4405.0,17,11,0
4,0.866,4.7,3.1,9,5.3,198.1,2,56,42.7,21,4072.0,18,1,2
3,0.415,4.67,2.96,2,4.2,93.9,1,18,61.2,11,2937.0,18,4,1
3,0.221,5.04,2.94,13,4.9,73.2,3,71,18.1,16,5254.0,10,3,2
3,0.11,4.46,2.65,4,4.9,209.0,4,5,28.8,25,1820.0,7,4,1
2,0.236,5.32,3.17,3,3.0,215.6,2,44,45.4,15,2678.0,0,11,0
2,0.084,5.59,2.74,4,2.2,67.5,3,9,66.5,15,1486.0,14,9,1
3,0.087,5.14,3.58,7,3.9,235.7,1,67,62.0,14,1869.0,6,11,1
2,0.115,5.02,3.18,3,3.3,188.3,1,45,83.1,14,915.0,7,2,0
3,0.093,5.75,2.86,5,4.3,55.5,3,94,35.2,15,4944.0,20,7,1
3,0.193,5.58,2.96,4,3.6,130.0,2,11,31.3,19,2166.0,0,9,1
3,0.521,5.21,2.58,5,4.1,104.6,2,68,42.2,14,4750.0,23,6,1
5,0.041,4.67,2.78,10,2.7,264.9,2,30,52.5,22,553.0,17,5,2
3,0.64,4.17,2.75,8,3.0,51.6,1,31,8.8,15,2237.0,8,1,2
4,1.056,4.28,2.99,15,2.6,86.4,4,80,55.5,27,2306.0,15,2,3
3,0.026,5.34,2.71,5,2.5,266.4,4,74,83.7,20,1946.0,18,10,1
3,0.481,4.98,3.06,5,4.4,84.2,4,84,37.7,17,499.0,12,8,2
4,0.208,5.12,3.17,10,6.0,86.4,3,77,50.8,18,2703.0,23,10,2
3,0.86,5.19,3.18,4,2.1,126.3,3,15,85.1,9,3197.0,10,11,2
3,0.13,4.79,2.83,8,4.2,90.7,1,96,51.0,22,3028.0,23,12,1
3,0.073,5.14,3.32,8,4.2,218.4,2,75,63.0,22,667.0,12,2,1
4,1.534,4.68,2.77,11,4.2,96.1,4,68,49.5,26,2598.0,14,12,3
3,0.192,5.16,3.26,5,2.4,165.9,1,75,44.6,15,2412.0,23,8,1
5,0.17,5.7,2.6,9,3.5,52.8,4,12,37.2,27,3162.0,16,6,2
2,0.796,4.27,3.04,1,3.2,77.1,2,40,49.4,10,5489.0,14,12,1
2,0.439,5.08,2.75,6,3.7,85.2,1,76,46.6,11,3618.0,5,8,1
2,0.087,4.33,2.86,5,2.6,104.9,2,59,48.1,10,2532.0,1,9,0
2,0.069,5.41,3.8,4,3.9,76.4,4,29,8.0,8,4760.0,18,12,1
2,0.091,4.73,3.33,2,2.3,41.6,1,24,53.1,10,5207.0,16,3,0
4,0.175,5.05,2.68,7,5.2,98.2,4,30,86.3,23,2595.0,9,5,2
4,0.171,4.65,3.29,7,4.1,88.8,2,96,47.3,24,3591.0,6,4,2
4,0.765,5.3,2.82,8,2.6,112.7,3,88,50.0,23,1202.0,16,7,2
2,0.642,4.22,3.0,2,2.1,59.4,3,57,32.4,12,6442.0,1,1,1
3,0.246,5.48,3.12,4,3.8,257.0,1,58,43.6,13,1291.0,14,9,1
4,0.015,5.53,3.03,6,3.0,90.0,3,17,68.0,28,3656.0,23,12,2
3,0.257,5.35,3.04,5,3.4,197.7,2,92,35.3,14,5892.0,10,7,1
3,0.1,4.3,3.41,8,3.5,43.1,1,91,55.5,12,5174.0,19,6,2
4,0.031,5.18,3.24,9,4.9,165.3,1,23,78.6,18,3385.0,21,8,1
2,0.456,4.7,2.82,5,2.9,148.8,4,68,70.3,8,4579.0,9,5,1
2,0.074,4.31,3.27,3,3.7,178.9,4,43,27.2,11,3633.0,21,6,1
5,1.342,5.25,2.91,15,4.1,98.0,3,4,50.0,31,2133.0,2,1,3
2,0.607,4.5,2.97,1,3.3,96.0,4,31,49.3,9,1357.0,5,8,1
2,0.361,5.15,3.37,2,2.4,12.1,4,93,59.8,5,820.0,4,11,2
4,0.139,5.47,3.54,6,3.6,91.2,4,38,50.0,21,4772.0,1,4,2
3,0.041,4.48,3.26,4,2.7,235.9,3,76,43.3,12,3164.0,22,4,1
2,0.685,4.35,3.11,1,2.2,23.3,1,13,72.8,13,3811.0,12,8,1
2,0.151,5.04,2.69,7,3.5,31.8,2,69,44.2,14,2049.0,13,10,1
4,0.075,4.96,2.99,6,5.9,120.9,3,29,34.2,24,1123.0,15,6,2
2,0.311,4.52,2.87,3,2.8,162.6,4,9,25.0,12,4224.0,9,11,1
5,0.397,5.49,3.0,11,3.9,82.9,1,38,58.8,27,5071.0,12,4,2
2,0.085,4.4,3.14,3,3.0,55.9,2,58,77.0,10,1394.0,10,1,0
3,0.473,5.14,3.28,8,3.7,91.6,1,6,55.1,15,1534.0,3,9,2
4,0.022,5.01,2.98,11,4.7,59.7,4,47,30.0,20,5355.0,18,12,2
5,0.59,4.7,3.24,9,5.6,55.3,2,5,21.4,22,3761.0,13,8,2
4,0.115,5.24,3.26,6,4.0,84.1,2,71,56.0,23,2792.0,23,3,2
4,0.419,4.71,3.07,8,3.6,69.3,4,32,25.7,18,2607.0,9,8,2
4,0.263,4.76,2.69,10,4.1,83.4,3,87,61.9,15,5400.0,16,10,2
2,0.651,5.1,3.4,4,3.2,140.8,2,38,66.3,12,4919.0,14,11,1
4,0.252,4.27,2.71,10,5.5,94.3,1,40,41.1,19,2438.0,16,4,2
5,0.313,4.73,2.78,12,3.9,45.7,2,91,31.7,28,2620.0,16,6,3
3,0.074,4.98,3.21,6,2.7,54.3,1,27,39.7,12,3966.0,0,5,1
2,0.611,5.83,3.41,6,2.1,31.2,2,55,88.2,10,2755.0,1,10,2
4,2.037,4.17,2.91,7,2.7,113.2,3,35,70.2,21,3626.0,6,1,2
2,0.319,4.96,3.33,3,3.8,172.0,2,49,28.3,9,3029.0,13,10,0
3,0.136,4.64,2.76,9,2.7,145.1,2,21,21.2,20,1625.0,19,9,1
2,0.139,5.78,2.84,3,3.7,83.9,4,15,57.0,12,3854.0,16,12,1
3,0.176,4.86,3.29,5,4.5,112.2,2,9,37.4,20,1902.0,12,11,1
4,0.443,5.35,2.99,5,5.4,75.4,1,99,19.1,25,1062.0,23,4,2
3,0.211,5.21,2.85,7,2.2,69.5,1,37,79.4,13,3518.0,3,8,1
2,0.765,4.56,3.19,3,3.7,53.9,4,31,40.8,8,2240.0,11,1,2
4,0.269,5.39,2.88,3,5.0,51.6,1,92,23.4,21,1903.0,7,10,1
5,0.18,6.11,2.68,6,4.8,95.3,2,85,17.4,28,5099.0,19,1,2
3,0.09,5.03,3.17,4,3.3,129.4,4,45,62.8,17,2163.0,5,11,1
3,0.066,4.54,3.33,10,4.8,261.6,4,90,19.7,20,2238.0,6,7,2
4,0.819,4.79,3.2,3,5.3,109.2,3,51,26.7,19,4005.0,3,3,2
5,1.815,4.7,3.26,9,2.2,87.1,4,92,40.0,22,2356.0,15,2,3
5,0.313,4.4,3.2,8,6.4,29.6,1,71,72.2,23,3737.0,19,5,2
4,0.044,3.66,3.3,8,4.0,124.8,2,84,35.8,20,5640.0,21,11,1
4,0.3,3.88,3.02,7,4.1,211.0,4,64,38.9,15,2184.0,18,12,2
4,0.266,4.19,2.91,9,4.6,148.0,1,29,94.9,12,599.0,11,12,1
3,0.759,5.42,2.59,9,3.8,101.8,4,59,57.0,11,5085.0,9,2,2
4,1.814,5.29,3.41,11,4.0,84.3,4,15,57.7,23,2853.0,9,1,3
3,0.55,6.48,3.09,6,3.3,201.7,3,29,27.4,16,1326.0,14,1,2
4,0.826,5.18,2.41,9,4.3,83.4,2,38,26.4,21,4571.0,3,12,2
4,0.068,4.87,2.92,9,2.2,83.8,2,94,14.1,30,2218.0,20,4,2
4,0.141,4.47,2.3,9,5.5,83.7,2,16,61.0,18,4092.0,12,1,2
3,0.039,4.36,3.31,10,2.9,133.7,1,26,63.0,10,4622.0,16,8,1
3,0.032,4.76,2.86,5,3.5,96.0,1,26,57.2,13,3188.0,18,11,1
4,0.868,5.15,2.85,11,3.2,184.1,4,46,49.2,18,1247.0,23,8,3
5,0.442,4.84,3.81,9,3.4,42.7,1,17,26.8,25,1010.0,6,7,2
3,0.25,4.73,2.74,6,4.4,141.6,4,29,30.3,12,2445.0,13,8,2
3,0.048,5.13,3.06,6,3.6,93.3,4,39,15.2,14,2038.0,2,3,2
3,0.69,5.26,2.78,4,3.1,73.9,1,22,78.9,16,3001.0,8,12,2
4,0.165,5.44,3.06,10,5.8,332.2,2,39,17.9,23,5740.0,5,8,1
4,0.202,4.73,3.4,8,3.3,68.5,1,10,32.5,18,2137.0,13,8,2
4,0.149,4.61,2.55,14,2.5,192.8,2,22,50.7,20,3670.0,9,1,2
2,0.113,5.28,2.42,6,3.1,59.7,3,93,53.4,15,1802.0,14,4,1
5,0.099,3.81,2.91,6,3.5,47.8,2,16,23.4,32,724.0,22,1,2
4,0.2,4.58,3.05,8,3.3,109.5,3,41,26.6,27,5043.0,5,1,2
3,0.156,4.96,3.32,4,2.2,87.1,3,64,13.7,13,3910.0,11,1,1
5,2.607,4.37,2.94,15,6.6,91.3,3,31,86.6,20,3938.0,9,1,3
2,0.049,5.13,3.28,8,4.0,84.9,3,5,71.5,8,1899.0,11,10,1
3,0.744,4.33,2.77,8,4.5,119.7,2,28,13.9,12,3945.0,16,12,2
4,0.325,4.64,2.33,7,2.3,75.7,3,32,35.4,22,3811.0,2,12,2
2,0.002,4.39,3.05,3,4.0,145.2,1,8,29.0,14,1780.0,10,10,0
3,0.224,5.09,3.26,13,3.8,105.7,3,95,80.4,13,5001.0,13,5,2
2,0.071,5.06,2.76,4,2.9,99.0,3,92,44.7,6,5182.0,21,5,1
2,0.034,5.15,3.35,8,4.0,96.2,2,5,49.4,12,5065.0,23,3,1
2,0.269,5.33,3.33,1,3.1,142.6,4,12,99.5,14,3473.0,7,7,0
5,0.198,5.28,3.08,8,4.3,83.0,1,13,92.4,21,1098.0,4,2,2
4,0.316,4.36,2.86,5,2.4,93.2,3,89,28.1,22,2271.0,19,4,2
3,0.226,5.27,2.53,8,3.9,291.3,1,93,42.0,11,4153.0,15,3,1
5,0.594,5.03,3.25,12,3.8,203.6,3,60,34.5,27,1768.0,21,4,3
4,0.643,4.45,2.84,11,5.7,170.2,2,48,38.5,21,4158.0,19,7,2
5,1.857,3.5,3.48,4,5.2,123.5,3,31,30.2,27,497.0,6,3,2
2,0.296,4.68,2.79,3,2.8,146.7,1,56,69.6,16,4922.0,23,7,0
2,0.049,4.09,2.82,3,3.6,161.3,2,6,54.7,14,1422.0,12,3,0
4,0.702,5.15,2.51,6,2.8,31.4,2,63,41.8,24,2118.0,4,6,2
4,0.421,4.82,2.9,10,4.1,29.8,4,47,42.2,20,3258.0,17,2,3
2,0.023,5.35,3.31,3,4.0,75.3,3,29,64.6,6,4468.0,20,11,1
2,0.169,4.93,2.99,1,2.2,34.5,4,75,36.4,7,1075.0,7,11,1
5,0.076,4.36,3.43,9,3.1,75.3,4,94,60.8,24,4315.0,13,5,2
4,0.116,5.14,2.57,9,3.5,236.1,1,57,44.4,21,746.0,9,7,1
3,0.202,4.12,2.31,2,2.6,193.5,4,49,67.4,15,2748.0,12,3,1
5,0.256,4.94,3.03,11,3.3,118.2,4,57,31.8,36,4338.0,1,3,2
3,0.547,6.02,2.5,3,2.3,56.0,3,76,48.8,17,3393.0,12,3,2
2,0.037,5.56,3.33,3,2.6,66.4,4,1,27.7,7,3322.0,0,4,1
4,0.192,5.09,2.99,2,4.7,80.4,1,41,81.1,22,2060.0,16,2,1
5,0.586,4.33,3.13,24,3.7,73.4,3,76,28.6,31,2278.0,2,11,3
5,0.491,5.55,2.55,5,2.2,93.2,2,24,25.5,24,2064.0,1,9,2
2,0.023,4.04,2.96,7,3.2,190.8,1,95,80.7,13,617.0,15,6,0
3,0.64,5.04,3.17,7,5.0,248.8,1,57,72.8,13,1235.0,13,12,2
4,0.245,5.28,3.14,14,2.1,101.5,1,64,21.1,22,3323.0,1,5,2
5,0.872,4.59,2.9,12,5.6,49.3,4,79,69.9,28,3142.0,11,9,3
2,0.119,5.11,3.13,6,3.5,35.5,2,40,21.7,11,3964.0,23,5,1
3,0.134,4.71,3.33,4,2.1,97.6,4,66,42.3,14,3305.0,9,6,2
4,0.684,4.69,2.73,12,3.7,25.3,3,1,49.5,27,2582.0,1,12,3
2,0.113,4.53,3.36,6,3.0,141.5,2,13,46.5,5,430.0,7,3,0
3,0.88,4.27,3.08,8,4.3,48.6,2,94,14.3,14,287.0,15,10,2
4,1.048,4.67,3.23,10,2.7,60.3,3,9,20.7,16,1034.0,21,11,2
3,0.091,5.79,2.57,9,3.6,61.4,1,4,69.6,18,2689.0,16,4,1
3,0.241,5.08,3.43,3,4.7,94.7,1,67,47.3,18,820.0,10,9,1
5,0.459,5.24,3.14,9,3.9,169.0,2,40,11.2,35,3965.0,7,6,2
5,0.202,4.99,3.0,12,5.2,6.5,3,29,56.5,20,5184.0,18,11,3
5,0.158,4.56,2.94,10,3.5,237.5,3,14,60.6,24,1742.0,17,9,2
3,0.67,4.92,3.42,7,4.6,77.8,2,70,19.0,15,620.0,12,7,2
3,0.195,5.26,2.92,3,3.8,167.5,1,73,101.9,12,908.0,21,11,1
3,0.051,5.05,3.05,5,2.2,238.2,3,39,77.9,19,2779.0,2,9,1
2,0.03,5.13,3.13,3,3.5,136.3,3,20,53.6,15,3493.0,19,6,0
5,0.1,4.76,2.45,16,5.9,40.6,3,30,58.3,24,1552.0,19,2,3
3,0.643,4.3,2.98,6,4.6,31.4,3,93,74.4,16,4573.0,8,5,2
4,0.31,5.1,3.28,8,4.5,94.1,1,59,19.0,24,4474.0,5,6,2
2,0.182,4.63,2.86,5,3.7,117.8,1,69,54.7,13,2844.0,6,8,0
3,0.744,5.06,3.23,5,4.3,47.9,3,92,41.4,14,3109.0,2,5,2
3,0.272,4.6,2.75,5,2.8,227.3,3,79,46.6,26,1119.0,11,4,1
2,0.074,5.34,3.56,1,3.8,46.1,3,10,52.7,6,1020.0,4,7,1
5,1.289,5.54,2.57,14,3.0,76.5,4,27,31.4,26,4511.0,0,8,3
5,0.614,5.14,3.18,9,2.9,98.6,1,14,21.4,23,4417.0,11,9,2
3,0.108,5.17,3.03,5,3.5,63.4,4,81,41.0,10,4247.0,0,3,2
3,0.693,6.09,3.31,7,2.3,98.5,4,49,12.6,11,3318.0,19,10,2
2,0.104,5.85,2.62,4,2.4,108.3,3,74,75.4,11,3049.0,17,3,0
5,0.057,4.97,2.97,10,6.3,196.9,3,98,54.8,28,2212.0,13,4,2
5,3.279,4.97,2.37,10,4.5,89.3,1,84,57.4,25,3894.0,3,8,2
3,0.275,4.65,2.65,5,3.7,60.6,1,67,48.9,15,3252.0,14,3,1
2,0.04,4.9,3.53,5,2.2,70.8,2,54,43.8,8,5872.0,23,2,0
2,0.014,3.76,3.25,4,3.2,97.9,1,89,14.1,14,2296.0,17,2,0
2,0.077,5.47,2.89,3,3.6,27.2,3,61,46.3,7,660.0,17,5,1
2,0.186,6.16,2.5,6,2.1,67.2,3,44,48.9,10,4974.0,16,10,1
3,0.289,4.56,3.85,8,3.4,266.7,2,50,26.6,24,4055.0,21,10,1
4,0.375,4.5,3.44,7,4.6,141.5,2,66,93.2,17,3181.0,23,10,2
5,0.369,5.32,3.19,12,2.3,84.8,1,96,73.8,22,2507.0,7,11,2
4,0.215,5.06,3.04,11,5.4,215.4,2,14,39.2,14,1666.0,7,6,2
2,0.52,5.33,3.12,5,3.2,106.9,1,63,18.9,10,2678.0,1,5,1
3,1.017,4.21,3.59,8,3.1,121.0,2,15,52.9,20,2979.0,14,3,2
5,0.193,4.05,2.87,8,4.0,82.4,2,51,32.4,28,987.0,13,4,2
2,0.245,5.42,2.87,7,2.5,92.1,4,69,26.0,10,1253.0,13,10,1
5,0.048,5.28,3.12,5,3.1,189.0,2,60,52.3,24,5255.0,20,4,1
2,0.059,4.87,3.62,1,2.2,102.1,2,68,63.7,11,3402.0,7,8,0
3,0.289,5.28,3.02,8,4.8,39.4,2,88,25.1,14,1735.0,16,1,2
5,0.239,5.25,2.59,7,2.3,99.3,4,71,30.3,26,3967.0,2,9,2
4,0.059,5.61,2.71,6,2.1,107.3,4,48,46.9,28,1762.0,20,12,2
2,0.343,5.59,2.58,6,3.6,107.1,4,78,63.5,5,2003.0,14,3,1
3,0.065,4.58,3.38,11,3.1,78.4,3,62,24.3,19,571.0,3,10,2
5,0.121,4.24,3.0,14,2.4,31.1,1,32,9.2,29,4930.0,8,9,2
5,0.062,4.9,3.11,11,4.0,24.9,3,65,35.4,17,854.0,13,6,3
4,0.375,5.27,2.96,5,3.1,115.2,4,24,36.3,18,1895.0,3,12,2
3,0.134,5.38,3.45,6,4.2,75.1,4,50,49.1,14,984.0,10,7,2
3,0.097,4.92,3.13,7,5.0,54.6,2,34,58.3,21,5143.0,8,11,1
3,0.102,4.83,3.27,6,3.7,105.7,3,37,59.4,17,3553.0,1,9,1
5,0.423,4.75,3.28,9,2.2,10.8,3,86,38.1,19,3786.0,22,11,3
3,0.155,4.77,2.92,12,4.9,315.0,2,61,88.0,15,723.0,13,7,1
3,0.033,4.63,2.75,6,4.1,74.0,1,85,23.8,18,5020.0,5,5,1
2,0.204,5.56,3.51,4,2.4,58.5,4,2,70.7,9,2894.0,5,4,1
3,0.494,5.4,2.6,8,3.3,91.2,2,71,57.1,19,2397.0,18,8,2
4,0.224,5.61,3.07,8,4.7,97.2,2,5,25.0,21,1780.0,12,3,2
2,0.265,5.92,2.86,4,3.2,97.2,2,67,47.4,9,666.0,18,12,0
4,0.118,4.05,2.75,10,2.1,222.5,1,11,25.5,24,2856.0,15,2,1
5,2.126,4.84,2.95,10,3.8,50.5,1,3,42.7,25,3453.0,5,12,2
2,0.423,4.91,2.62,4,2.1,200.1,4,92,14.4,7,4675.0,5,12,1
5,0.008,4.07,2.81,4,6.6,191.2,3,12,39.4,24,5302.0,11,8,2
4,0.095,4.96,3.0,7,5.1,149.9,2,19,42.5,20,3114.0,18,6,1
4,0.039,5.67,3.14,6,5.1,134.2,1,25,95.7,27,1002.0,6,10,1
5,0.421,5.39,2.47,14,6.1,6.6,3,45,61.9,24,1447.0,9,7,3
2,0.106,4.24,2.75,2,3.7,204.0,4,47,27.2,17,1942.0,14,3,0
2,0.032,4.8,2.86,2,2.9,105.5,1,63,46.6,9,976.0,9,12,0
3,0.567,4.96,3.3,3,2.5,69.9,1,15,21.2,17,4498.0,15,10,2
2,0.015,5.11,3.02,4,3.7,101.9,2,97,40.3,8,4587.0,0,6,0
3,0.099,5.93,2.87,6,3.5,86.0,2,64,61.3,22,1484.0,9,8,1
2,0.602,5.36,2.78,7,3.1,118.9,1,96,43.9,6,1770.0,4,2,1
5,0.139,5.26,3.13,12,6.1,61.7,1,39,58.5,24,2680.0,17,8,2
4,1.723,5.56,3.45,12,4.7,79.5,4,95,57.1,14,2035.0,22,7,3
2,0.527,5.42,3.0,4,2.8,51.7,4,27,15.8,9,4268.0,5,10,2
5,0.155,5.3,3.12,4,2.1,170.3,4,9,9.1,24,1059.0,3,9,2
3,0.209,5.75,2.84,6,3.1,116.5,1,35,59.1,11,4922.0,9,8,1
2,0.023,5.49,2.54,4,2.8,108.1,1,88,36.7,19,309.0,22,8,0
2,0.07,5.39,2.89,3,2.4,103.9,2,9,61.2,6,4355.0,22,3,0
2,0.373,5.14,3.24,5,2.5,66.7,3,77,50.0,15,4954.0,1,8,1
2,0.83,5.51,2.44,3,3.3,47.9,2,43,86.7,6,1231.0,6,1,1
5,0.195,5.01,3.32,14,2.3,133.7,4,18,35.1,32,6071.0,9,5,2
3,0.541,5.57,2.84,7,3.3,150.1,4,24,24.5,17,763.0,8,11,2
4,0.199,5.18,3.07,8,2.8,126.5,2,71,37.6,14,7027.0,18,1,1
4,0.324,5.53,2.64,7,4.9,84.6,4,37,19.5,22,3707.0,5,12,2
3,0.219,5.55,2.89,2,4.8,46.3,4,98,54.5,19,2310.0,11,11,2
4,0.007,5.52,3.34,8,3.9,141.6,3,68,44.6,22,3181.0,1,9,2
4,0.25,4.89,2.96,11,5.1,333.0,1,74,28.5,23,1499.0,10,1,2
4,0.545,4.83,2.99,7,4.6,100.2,4,48,72.0,23,1065.0,6,12,2
5,0.437,5.21,2.9,9,6.1,149.4,4,89,31.3,26,2784.0,23,8,2
4,0.815,5.55,3.43,11,3.2,182.1,2,80,42.9,20,3230.0,18,11,2
3,0.034,5.14,3.2,8,4.3,97.7,1,15,60.5,11,1979.0,19,5,1
4,0.177,4.06,2.84,9,3.3,129.4,1,39,36.9,21,4302.0,23,7,1
2,0.483,5.34,2.81,4,2.4,58.8,1,14,14.6,9,5303.0,6,9,1
3,0.756,5.9,2.73,9,2.0,72.2,4,41,37.0,11,3648.0,2,7,2
4,0.093,5.19,3.27,10,2.1,103.1,4,30,43.6,18,553.0,19,11,2
2,0.246,4.91,3.49,4,3.1,76.5,2,33,9.8,6,1831.0,22,10,0
2,0.025,5.16,3.56,2,3.6,79.6,3,59,52.7,12,3477.0,17,2,0
2,0.129,5.33,3.4,4,2.3,79.9,4,16,83.9,11,3436.0,9,4,1
5,0.173,4.67,2.81,16,4.4,124.8,4,27,45.3,18,1439.0,15,4,2
4,0.176,4.34,3.89,7,2.5,74.2,4,61,82.4,21,1835.0,18,9,2
4,0.215,5.14,2.8,3,2.3,86.9,1,3,90.0,12,4572.0,16,5,1
3,0.168,3.74,3.07,9,3.3,44.1,1,55,48.7,13,1127.0,11,7,2
2,0.453,5.41,2.88,7,4.0,93.4,2,30,48.2,14,5903.0,1,3,1
2,0.332,4.94,3.07,7,2.5,60.4,2,85,31.4,11,1755.0,11,3,1
2,0.19,5.76,3.13,5,2.4,113.8,3,73,57.1,7,3672.0,16,4,0
2,0.102,5.73,3.09,7,3.2,116.4,4,92,20.5,5,1574.0,13,8,1
3,0.023,5.48,3.02,6,4.6,65.4,4,42,69.9,10,2912.0,19,2,2
4,0.102,4.95,2.96,12,5.4,20.9,1,18,34.4,24,5446.0,5,9,2
2,0.151,3.87,2.5,4,3.2,48.9,4,91,67.3,17,830.0,11,3,1
3,0.059,5.3,2.87,5,3.6,91.7,2,53,29.0,15,3914.0,13,12,1
4,0.24,4.6,3.14,10,5.4,163.5,1,95,60.7,25,4199.0,3,9,1
3,0.923,5.46,2.96,9,3.4,125.7,4,38,66.3,17,4521.0,7,10,2
3,0.111,4.44,3.04,6,4.0,123.4,2,47,72.0,15,6138.0,19,10,1
4,0.248,5.76,2.56,3,5.8,138.1,2,2,37.5,20,3518.0,16,10,1
4,0.678,5.29,3.65,9,2.9,86.6,4,53,48.0,19,3660.0,14,3,3
3,0.02,4.96,3.34,7,3.1,210.1,4,93,54.1,13,2386.0,4,9,2
3,0.463,4.39,2.89,4,3.7,39.1,4,64,40.1,13,4847.0,3,2,2
3,0.208,4.15,3.68,2,3.1,47.5,4,26,91.8,22,2317.0,0,2,2
5,0.124,4.44,3.03,17,6.2,103.8,1,7,79.6,22,2632.0,14,5,2
3,0.057,4.88,3.14,6,4.5,42.4,1,90,40.9,12,4992.0,3,9,2
4,0.405,5.06,3.11,12,4.0,122.9,4,59,33.9,17,2690.0,16,9,2
4,0.111,5.43,2.91,7,3.1,49.4,2,59,75.2,17,825.0,2,12,2
3,0.15,5.17,3.08,8,4.3,81.9,2,52,24.9,20,4372.0,21,5,1
3,0.019,4.99,2.8,2,4.9,188.7,1,18,60.5,19,4071.0,10,4,0
3,0.083,5.04,3.07,7,2.2,35.2,4,90,64.1,16,5236.0,18,5,2
3,0.174,5.39,3.08,6,2.1,115.4,3,31,41.3,13,4055.0,1,6,1
2,0.069,6.06,2.22,1,3.7,118.7,3,81,31.4,4,3934.0,4,9,0
3,0.219,5.2,2.88,3,4.1,105.7,3,40,29.7,9,1897.0,8,8,1
4,0.837,4.7,2.65,9,2.8,26.2,3,83,30.7,17,2974.0,10,2,3
4,0.277,5.99,2.44,8,5.0,186.9,1,59,50.2,19,4436.0,1,12,1
5,2.191,4.0,3.21,18,3.2,116.2,1,99,48.0,31,2756.0,18,9,2
3,0.25,5.16,3.2,7,2.4,93.6,3,45,54.8,12,4737.0,22,7,2
3,0.012,5.01,3.06,9,3.8,270.7,4,20,85.2,11,2857.0,12,10,2
4,1.472,4.71,3.2,10,4.8,92.6,2,82,93.5,24,3117.0,13,7,2
5,0.322,5.16,2.99,5,6.1,105.7,1,4,43.5,30,5011.0,11,3,2
5,0.864,5.61,2.98,9,3.7,199.7,2,67,39.4,33,5146.0,18,12,2
3,0.252,4.86,2.45,5,3.0,293.4,3,73,94.7,16,4990.0,0,12,1
2,0.039,4.81,2.51,5,3.2,86.4,1,67,43.4,8,1203.0,10,1,0
2,0.072,4.67,3.37,3,3.3,120.2,2,42,18.3,7,1627.0,2,4,0
2,0.008,4.6,2.78,7,3.0,33.4,3,14,47.9,10,2242.0,6,3,1
5,0.4,5.2,3.42,10,2.2,190.5,1,97,74.1,29,1676.0,7,10,2
2,0.483,4.6,3.27,3,2.8,62.7,1,58,57.4,12,4396.0,20,2,1
5,0.165,5.14,2.62,11,2.2,64.6,2,94,86.0,23,563.0,22,8,2
3,0.437,5.19,2.45,9,4.3,334.0,4,12,89.7,14,1787.0,10,12,2
5,0.059,4.62,2.99,8,5.6,113.0,1,40,70.7,33,3277.0,21,11,2
4,0.556,4.7,3.78,11,2.9,76.5,3,47,40.4,24,3975.0,19,7,3
5,0.983,4.13,2.85,8,2.9,137.0,2,22,27.0,23,5050.0,14,7,2
4,0.208,5.11,2.7,4,3.8,26.1,2,45,50.1,16,4271.0,21,10,2
3,0.033,5.06,3.36,7,4.6,44.2,2,5,53.2,9,1997.0,11,12,2
3,0.062,5.41,3.14,6,2.8,44.3,3,96,42.7,18,3921.0,4,9,2
3,1.185,4.32,2.92,6,2.5,75.3,3,56,9.6,9,3649.0,4,3,2
3,0.438,4.69,3.55,6,3.3,125.7,2,55,67.7,10,1761.0,8,9,1
4,2.068,4.65,2.67,8,2.2,126.1,1,28,33.6,15,5003.0,16,3,2
4,0.39,4.77,3.18,10,4.4,100.5,1,82,33.6,19,4058.0,16,1,2
3,0.964,5.06,3.07,7,2.7,53.5,1,0,16.5,18,2301.0,20,2,2
2,0.447,4.34,3.13,5,2.3,89.8,4,26,30.5,9,4667.0,0,3,1
3,0.182,4.76,3.1,1,2.7,115.8,3,42,20.3,13,1523.0,8,4,1
5,0.497,4.72,2.98,15,3.7,171.0,4,13,56.2,29,1220.0,23,8,3
2,0.359,5.55,3.24,6,2.0,173.9,4,67,49.2,11,2183.0,3,6,1
2,0.019,5.54,3.0,3,2.4,83.3,4,68,44.2,8,3815.0,9,12,1
5,0.14,5.02,2.92,9,2.5,114.0,1,71,116.9,20,930.0,2,10,2
3,0.506,5.22,2.75,7,4.3,120.5,3,46,90.3,10,3602.0,17,4,2
3,0.237,5.26,2.96,5,3.0,65.4,3,93,46.8,15,2017.0,6,7,1
3,0.045,5.23,2.85,8,4.7,73.4,3,81,37.2,12,3397.0,17,10,2
3,0.27,4.29,2.82,9,4.6,167.4,2,68,83.4,18,3083.0,7,3,1
3,0.5,4.68,2.81,1,2.5,54.4,4,15,179.8,22,4289.0,6,4,2
4,0.186,5.92,2.71,5,2.0,129.5,3,91,52.3,16,3075.0,4,6,1
3,0.528,4.94,2.99,4,2.4,145.0,3,25,58.6,15,2309.0,10,3,2
5,0.192,5.78,2.84,9,6.2,83.3,1,87,82.3,22,1855.0,8,12,2
5,0.113,5.69,3.17,12,4.3,109.1,3,14,36.1,30,1611.0,13,9,2
