slope_angle_deg,rainfall_24h_mm,rainfall_7d_mm,soil_moisture_percent,soil_cohesion_kpa,soil_friction_angle,vegetation_cover_pct,elevation_m,historical_landslides,soil_type,deforestation,groundwater_depth_m,seismic_activity,month,risk_level
33.9,29.6,65.7,56.7,31.6,23.3,96.7,2507.5,4,2,0,16.7,0,10,0
44.5,7.2,14.2,46.7,27.1,17.2,29.7,2773.2,1,2,1,24.2,0,4,1
42.8,53.3,112.7,68.0,19.5,36.9,91.5,173.9,2,1,0,15.4,0,12,1
13.5,54.6,65.8,79.8,43.1,29.0,82.7,1254.2,4,2,0,13.0,0,10,0
32.0,51.9,122.9,78.5,43.4,17.5,44.2,659.9,0,3,0,34.7,0,3,1
49.7,38.6,85.1,58.0,45.7,17.8,87.8,602.6,3,5,0,36.4,0,5,2
36.5,45.3,98.0,68.8,22.6,35.5,37.0,1409.2,0,4,0,19.5,1,5,2
48.8,63.9,130.2,77.0,21.1,29.8,69.7,1002.1,2,5,0,23.0,0,4,2
50.2,185.9,650.2,95.0,46.9,44.0,81.2,1890.3,1,3,0,24.2,0,7,3
56.8,87.5,429.0,95.0,30.7,34.9,23.7,1031.8,2,1,1,11.1,0,6,2
53.4,182.9,692.7,95.0,19.6,21.3,2.3,1960.8,3,4,1,10.1,0,6,3
75.2,233.5,619.8,95.0,46.1,28.6,35.9,1915.8,2,3,0,4.1,0,8,3
39.2,34.2,57.8,48.2,47.5,35.2,19.1,242.0,4,2,1,18.0,0,11,1
77.2,49.8,60.7,62.0,11.2,30.4,73.6,323.2,2,2,0,19.6,0,12,1
69.9,38.3,71.3,53.4,6.2,17.3,9.8,1109.0,3,4,1,7.7,0,3,2
20.6,29.0,46.6,69.9,33.9,40.5,64.4,2752.7,2,4,0,13.2,0,12,1
57.6,55.4,139.7,72.2,36.9,15.8,29.3,2718.9,2,4,1,1.2,0,5,2
11.9,76.7,94.9,77.8,32.4,34.8,2.8,2745.1,2,3,1,14.1,1,11,2
16.9,35.3,95.4,54.0,15.8,41.7,46.8,1991.0,2,5,0,19.9,0,4,0
19.4,24.2,33.6,50.7,18.6,21.8,26.3,547.3,5,3,1,3.8,1,3,1
68.7,32.2,91.5,59.1,21.6,21.7,31.3,735.4,1,1,0,15.0,0,3,1
36.6,84.6,175.8,95.0,47.7,43.0,44.2,737.9,2,2,0,28.0,0,1,2
54.9,22.9,57.7,44.6,28.8,26.1,10.1,962.4,2,5,1,14.6,0,11,2
67.9,17.4,25.9,39.5,49.1,20.8,54.4,245.7,0,4,0,8.0,0,2,1
37.7,174.0,439.6,95.0,49.3,18.6,70.4,1221.2,3,3,0,19.8,0,8,3
33.6,54.7,124.5,85.7,30.5,41.5,96.1,574.7,3,3,0,15.8,0,11,2
81.1,63.6,100.2,63.3,5.9,17.3,47.0,2876.5,0,3,0,16.9,0,1,2
39.2,136.6,515.4,95.0,20.2,37.5,88.3,2056.9,1,2,0,20.6,0,7,2
62.8,224.1,488.3,95.0,7.0,33.1,47.6,1780.4,4,1,0,8.8,0,6,3
6.7,51.2,75.0,82.5,14.2,20.2,27.8,1322.9,1,3,1,17.5,0,12,1
25.9,29.1,29.7,67.1,5.8,39.4,31.8,653.6,1,2,0,31.8,0,4,1
35.4,53.3,105.2,83.2,22.1,16.8,27.3,1985.3,2,5,1,19.4,0,11,2
42.0,33.6,56.8,64.2,35.2,22.0,55.1,2584.7,2,4,0,17.5,0,10,1
46.4,235.6,530.2,95.0,27.7,20.7,57.5,1494.6,2,4,0,10.1,0,6,3
54.2,195.6,856.9,95.0,41.2,43.3,11.1,1589.1,1,5,1,9.4,0,9,3
41.2,110.3,328.6,95.0,21.2,39.6,70.5,2911.6,3,3,0,24.4,0,9,2
74.3,67.5,198.8,70.4,23.7,17.3,23.9,613.9,3,5,1,4.9,0,9,2
66.1,12.1,34.3,46.5,23.3,27.6,12.8,674.1,0,3,1,9.1,0,12,2
36.9,27.9,46.8,44.9,25.8,41.3,88.2,2207.5,2,4,0,24.2,1,10,2
29.6,6.2,16.4,56.3,44.2,29.0,7.6,528.6,3,1,1,14.5,1,2,2
64.1,312.0,758.0,95.0,6.9,15.7,93.6,1700.4,0,2,0,18.9,0,7,3
59.8,24.0,27.8,47.0,34.4,24.4,25.8,114.8,2,5,1,14.5,0,4,2
39.1,279.9,1012.6,95.0,25.3,17.5,29.0,2005.5,3,2,1,12.9,0,8,3
72.9,53.5,119.5,75.9,39.2,20.2,97.6,1682.3,4,5,0,11.5,0,3,2
13.7,24.0,56.9,67.0,41.9,34.4,71.8,1885.9,2,2,0,10.1,0,2,0
75.9,16.1,47.3,46.3,5.6,18.1,51.8,1975.4,0,1,0,11.7,0,4,1
45.3,91.0,219.4,78.2,36.7,41.4,37.8,398.1,2,2,0,15.5,0,7,2
74.4,32.9,61.5,58.4,45.4,19.6,38.2,994.0,4,1,0,12.1,1,10,2
63.9,206.0,560.4,95.0,14.4,37.2,62.7,2574.8,2,4,0,12.7,0,9,3
17.9,18.8,37.0,55.9,15.9,16.4,0.5,685.6,2,3,1,21.4,0,12,1
52.3,244.0,1180.7,95.0,10.4,18.9,66.0,334.2,2,2,0,24.7,0,8,3
56.8,67.0,102.0,91.9,32.8,31.4,28.2,1650.1,0,3,1,15.7,0,2,2
17.7,191.1,616.8,95.0,21.9,23.8,23.8,977.8,3,3,1,14.3,0,7,2
55.3,53.2,83.4,82.2,45.5,35.5,47.4,2871.0,4,3,0,28.3,1,3,2
36.3,22.0,41.6,41.6,40.6,19.0,16.6,1353.8,3,3,1,14.7,0,10,1
61.0,37.8,83.8,69.5,15.4,15.1,96.7,2340.5,1,2,0,10.3,0,11,1
20.0,151.1,581.2,95.0,8.0,37.1,24.8,307.6,3,3,1,9.9,1,9,3
45.5,39.1,108.2,58.0,17.3,39.3,27.7,256.3,2,4,1,21.2,0,11,2
22.2,185.9,829.2,95.0,36.2,44.9,44.6,1811.6,2,3,0,17.1,0,8,2
19.4,50.9,65.2,66.1,43.9,37.8,35.6,382.3,2,1,0,6.4,0,2,1
67.2,66.0,189.7,64.3,5.3,32.6,71.7,849.9,3,3,0,18.7,0,7,2
26.5,111.5,288.4,95.0,43.9,24.6,5.6,720.1,5,3,1,13.8,1,7,3
55.9,28.8,35.4,48.9,16.0,15.0,72.9,2091.1,1,4,0,18.9,0,5,1
18.5,420.9,1298.3,95.0,47.7,23.6,0.3,434.0,2,4,1,2.0,0,9,3
39.7,13.7,40.8,47.0,41.0,37.6,9.7,823.3,3,3,1,10.1,0,1,1
25.1,40.5,100.6,54.4,43.5,25.9,5.1,2735.9,4,5,1,16.2,0,11,1
66.4,129.9,174.5,95.0,37.3,20.9,78.0,803.6,1,3,0,15.3,0,1,2
27.4,95.0,180.8,90.4,42.8,32.1,74.9,2769.2,1,3,0,14.8,0,5,2
91.7,32.1,90.1,73.4,40.0,22.7,37.2,1761.7,3,3,0,8.1,0,1,2
50.3,251.6,1209.9,95.0,42.4,24.0,50.0,440.7,1,5,0,14.0,1,8,3
41.7,160.2,341.4,95.0,10.8,36.4,14.2,1991.1,2,5,1,9.0,0,8,3
42.2,48.9,118.9,60.3,49.8,37.6,74.3,1799.1,2,2,0,23.6,0,10,1
36.3,61.7,104.3,83.3,13.9,15.2,36.1,1804.2,4,4,0,22.0,0,10,2
19.5,52.2,125.7,80.0,48.9,32.4,76.6,2516.6,5,5,0,7.1,0,5,1
55.4,21.7,47.2,51.7,18.4,37.1,73.8,2087.8,4,4,0,10.7,0,2,1
63.6,15.7,34.4,45.6,24.5,18.5,20.5,1386.3,2,4,1,4.2,1,1,2
30.7,8.8,12.9,59.7,32.6,20.5,25.5,1419.2,0,3,1,16.4,0,1,1
41.9,22.3,34.7,62.0,46.3,27.5,57.5,2446.0,4,1,0,37.7,1,4,1
37.0,79.6,235.0,80.4,22.1,20.8,74.3,2516.3,3,4,0,9.6,0,4,2
38.4,188.3,394.7,95.0,23.5,33.4,22.8,939.3,0,3,1,17.2,0,7,3
58.0,51.2,104.8,73.9,27.6,32.4,96.4,2719.9,1,2,0,32.4,1,8,2
34.8,142.4,596.2,95.0,40.5,19.7,43.6,2611.8,4,2,0,21.0,0,8,2
16.1,48.4,95.5,70.0,9.8,19.4,21.0,1637.9,2,5,1,8.2,0,2,1
117.0,45.3,92.7,62.5,39.0,24.9,87.9,2316.5,3,4,0,7.6,0,4,2
63.5,19.3,53.3,59.4,24.3,27.4,28.2,408.2,4,2,1,9.2,1,10,2
51.3,42.9,65.5,56.3,16.0,41.7,61.2,1018.0,3,2,0,12.2,0,5,1
76.0,82.9,360.7,73.3,17.3,29.1,25.2,270.9,3,3,1,11.5,1,7,3
41.0,82.2,103.9,95.0,40.4,27.5,24.9,1058.1,3,3,1,17.8,0,12,2
36.3,484.8,2346.6,95.0,39.8,28.9,61.8,1139.1,1,3,0,16.3,0,8,3
71.7,88.9,420.5,88.4,28.5,39.6,93.8,2815.3,1,3,0,21.6,0,8,2
24.8,143.2,544.6,95.0,25.8,23.8,73.9,1060.6,2,3,0,15.1,1,6,2
50.8,155.1,421.5,95.0,22.5,28.2,8.0,213.2,2,3,1,4.5,0,9,3
53.5,38.0,99.5,54.6,25.0,40.3,17.2,2000.4,2,4,1,5.4,0,1,2
32.6,57.1,92.7,66.9,49.5,18.2,41.2,2273.8,3,5,0,21.7,0,4,1
10.1,98.5,351.5,95.0,33.8,44.3,81.3,1953.4,1,3,0,21.5,0,9,2
10.7,25.9,71.3,55.5,16.0,33.8,81.8,2041.0,1,2,0,20.0,0,11,0
88.1,19.0,30.5,53.5,31.6,19.2,12.4,1179.1,1,3,1,8.3,0,4,2
48.9,83.3,265.8,81.3,30.6,36.8,71.7,2685.7,1,4,0,16.8,1,8,3
26.9,27.1,65.1,72.7,7.6,38.1,37.7,1295.3,2,4,0,20.4,0,12,2
81.6,233.0,917.3,95.0,20.3,43.4,44.6,1368.3,1,4,0,14.0,1,9,3
49.8,43.5,98.5,69.1,29.8,35.0,8.2,2296.7,1,1,1,17.1,0,12,2
45.0,121.3,546.1,95.0,21.5,37.6,73.7,2491.9,2,5,0,7.5,0,7,3
68.3,32.0,58.2,62.3,15.4,19.3,8.6,2650.8,2,3,1,18.9,0,4,2
97.1,44.6,87.0,78.2,10.6,30.5,31.1,437.3,1,3,0,7.3,1,1,2
71.7,27.7,79.2,54.7,38.6,35.0,64.2,1284.3,3,3,0,11.7,0,1,1
82.6,15.1,27.0,38.0,47.6,32.6,94.5,1107.7,2,2,0,7.3,0,3,1
31.1,8.8,25.7,44.4,17.1,16.9,87.3,265.2,0,2,0,15.2,0,2,0
48.5,38.7,77.9,64.5,23.3,16.7,76.2,2179.1,4,3,0,13.0,0,5,1
54.7,50.9,116.8,55.9,20.3,42.3,69.2,2372.4,0,3,0,17.6,0,10,2
19.6,33.4,47.6,71.1,38.9,24.0,18.4,2387.7,2,3,1,7.2,0,12,1
32.5,61.8,169.3,84.1,7.9,34.5,19.0,1730.2,1,4,1,27.2,0,6,2
53.0,97.8,432.0,95.0,44.1,37.8,13.7,2619.0,2,2,1,18.0,0,7,3
64.0,22.8,33.5,68.0,30.3,15.0,14.8,2653.3,0,5,1,20.8,0,3,2
92.8,19.9,35.5,61.6,39.9,42.3,8.6,1838.4,0,4,1,5.4,0,11,2
65.6,173.5,813.5,95.0,24.5,39.7,71.8,309.1,4,2,0,14.8,0,6,3
58.0,16.8,43.7,57.7,41.6,32.4,8.4,174.5,4,4,1,16.2,0,8,2
20.3,219.4,664.8,95.0,35.9,37.3,63.8,1567.3,1,4,0,9.6,0,9,2
69.6,266.6,911.6,95.0,16.9,25.8,73.7,1714.2,5,5,0,19.3,0,7,3
75.4,41.2,66.8,73.0,37.4,16.3,27.3,789.5,2,4,1,24.5,0,5,2
49.5,4.6,7.9,57.0,39.8,42.8,55.8,1389.2,2,5,0,18.7,0,11,2
89.3,77.4,131.5,95.0,6.7,21.8,87.9,2015.4,3,2,0,11.8,0,1,2
40.2,29.4,83.4,72.1,39.7,15.6,84.6,2002.0,2,2,0,17.7,0,5,1
17.0,61.6,83.9,85.7,12.2,19.6,55.0,2489.3,3,3,0,11.7,0,5,1
61.3,43.8,64.6,62.1,48.2,32.9,18.8,244.4,0,3,1,17.4,0,4,2
31.2,136.9,305.5,95.0,37.3,42.2,43.3,1379.1,0,5,0,14.3,0,8,2
15.0,66.5,134.0,92.7,20.8,33.4,74.8,697.1,1,1,0,8.9,0,6,1
48.4,32.4,64.7,53.8,45.3,41.3,81.9,2632.6,5,2,0,11.4,1,12,1
52.7,8.1,12.5,37.8,14.9,35.6,83.3,1371.0,2,2,0,36.3,0,1,1
55.6,134.1,612.4,95.0,28.9,23.4,54.6,2746.3,4,3,0,28.5,0,7,3
73.5,57.1,157.9,78.0,16.6,33.4,29.4,163.8,3,4,1,18.6,0,2,2
55.3,33.9,68.4,70.9,10.2,34.2,49.0,754.7,1,5,0,15.9,0,4,2
47.0,60.1,136.9,86.0,7.3,34.1,52.1,870.9,4,4,0,5.5,0,3,2
36.7,17.7,39.1,42.5,28.8,24.5,57.8,2074.1,4,3,0,16.9,0,4,1
45.4,17.8,31.2,49.3,19.8,41.7,36.3,1948.3,1,4,0,23.6,0,3,2
77.8,15.4,35.6,61.1,36.9,24.8,5.1,1754.9,2,2,1,8.8,0,4,2
47.8,218.9,686.3,95.0,44.8,43.6,89.6,1817.1,3,5,0,20.4,0,8,3
66.9,22.9,64.4,64.7,43.3,26.4,97.7,2005.8,0,1,0,25.0,0,4,1
27.1,47.5,71.2,83.6,26.8,37.6,3.1,767.5,0,3,1,10.5,0,12,2
20.7,216.1,817.3,95.0,48.8,40.8,29.8,294.0,2,3,1,1.5,0,8,2
30.1,32.5,69.1,72.8,41.9,34.6,23.3,407.9,2,2,1,5.8,0,4,1
65.2,19.3,31.5,50.4,20.1,17.7,41.5,2543.5,2,3,0,21.8,0,3,1
74.5,205.7,698.9,95.0,24.9,24.1,43.4,2689.9,0,3,0,11.7,0,9,3
31.0,49.4,132.6,80.4,27.3,40.6,89.2,124.6,1,2,0,9.7,1,1,1
54.9,202.0,443.1,95.0,40.3,42.8,3.7,1272.0,2,3,1,29.5,1,6,3
23.4,502.3,2511.3,95.0,25.6,38.9,0.7,1580.3,5,2,1,9.3,0,6,2
18.5,35.6,72.9,57.3,25.0,35.3,88.9,851.4,2,3,0,8.7,1,4,1
21.1,301.2,1502.3,95.0,43.7,33.7,81.7,243.8,2,3,0,5.7,0,6,2
27.3,54.2,79.8,86.4,14.9,29.8,96.4,1067.5,1,2,0,25.4,1,3,2
59.6,48.4,136.8,61.5,9.4,26.7,17.2,2707.3,2,4,1,23.1,0,2,2
6.4,22.7,64.6,60.6,46.9,22.2,74.2,371.9,2,1,0,30.0,0,2,0
46.7,40.7,112.5,73.3,39.4,41.7,15.5,133.5,1,2,1,3.9,0,2,2
29.0,17.7,36.0,49.3,49.3,43.5,68.7,153.3,1,4,0,4.4,0,11,1
66.0,263.4,917.2,95.0,42.4,28.4,25.7,1005.0,1,5,1,14.3,0,9,3
42.9,92.8,178.7,93.2,10.0,35.7,60.3,2861.7,1,4,0,13.2,0,1,2
70.5,5.7,10.2,37.9,19.5,41.1,68.8,1944.2,3,4,0,4.0,1,2,2
14.1,60.7,123.5,71.6,31.0,26.5,65.7,2559.3,1,3,0,21.8,0,1,1
59.2,44.9,64.9,60.7,26.3,15.8,41.7,2111.0,0,4,0,13.1,0,4,2
40.8,187.3,837.4,95.0,5.4,39.4,62.2,1032.1,2,3,0,24.8,0,6,3
71.9,65.9,188.2,70.4,28.3,29.7,70.9,1787.5,4,3,0,16.6,1,11,2
28.4,50.7,116.1,82.7,30.1,44.6,63.6,2191.3,2,2,0,22.7,0,4,1
54.9,139.2,296.1,95.0,15.4,35.0,0.5,2750.6,1,5,1,14.3,0,6,3
63.2,15.8,33.0,55.0,13.6,30.6,91.2,1793.6,5,4,0,38.0,0,1,2
38.9,50.3,62.8,73.5,21.8,36.6,33.6,405.2,0,5,0,21.6,0,12,2
57.0,52.6,109.9,74.1,40.5,24.1,44.5,827.0,4,3,0,27.6,0,8,2
39.7,304.5,813.4,95.0,24.2,36.9,10.6,237.8,2,4,1,22.8,0,7,3
39.3,13.5,16.0,61.9,11.7,25.7,14.5,1597.9,2,3,1,22.2,0,11,2
37.2,51.3,80.9,78.0,17.1,45.0,84.1,1437.9,2,4,0,8.5,0,3,2
58.4,147.8,360.7,95.0,35.2,36.0,77.9,1762.7,1,4,0,17.2,1,6,3
47.9,24.7,37.9,50.1,43.2,31.4,41.3,808.6,3,1,0,20.9,0,10,1
62.8,42.1,96.6,79.3,26.7,22.8,43.6,2863.1,6,3,0,30.6,0,10,2
27.1,157.6,767.8,95.0,5.7,29.1,90.7,471.9,0,4,0,23.2,0,8,3
21.6,239.1,716.6,95.0,24.1,22.2,59.4,201.2,0,3,0,8.6,1,9,3
13.6,281.2,1321.3,95.0,10.3,38.6,56.6,1786.7,2,2,0,10.4,0,6,2
28.4,76.3,97.7,80.1,43.6,27.0,51.0,2463.9,0,1,0,17.1,0,4,1
31.9,44.2,136.2,73.0,30.0,25.3,43.8,765.0,1,2,0,13.3,0,8,1
46.0,12.2,27.8,45.1,25.2,29.3,67.0,2492.8,6,3,0,18.1,0,2,1
30.2,74.0,84.4,70.1,44.3,44.9,83.3,2822.9,2,5,0,9.7,0,4,2
64.2,245.6,1167.8,95.0,6.5,38.5,76.8,2124.5,1,2,0,27.0,1,7,3
47.9,48.3,54.3,58.0,49.2,33.9,60.6,2324.1,2,3,0,3.5,0,4,1
11.3,78.5,286.4,95.0,25.0,25.6,92.3,1380.4,5,5,0,10.7,0,7,2
41.9,35.1,79.6,71.7,32.1,26.9,79.2,1142.0,2,3,0,42.6,1,11,2
43.5,28.6,133.9,49.9,21.9,26.3,77.7,1399.1,1,3,0,13.3,0,8,1
79.1,170.1,383.7,95.0,27.8,35.5,7.5,809.1,0,2,1,14.5,0,6,3
60.0,51.5,150.1,61.2,48.6,22.0,50.7,1462.7,0,2,0,15.1,0,11,2
83.5,43.9,72.7,69.5,32.5,39.6,97.4,925.3,2,2,0,2.0,0,11,1
25.6,136.3,340.0,95.0,12.5,17.8,61.7,2000.1,3,3,0,25.4,0,6,2
31.2,35.6,103.0,66.2,27.6,35.0,21.7,1832.9,1,4,1,15.6,1,12,2
52.7,58.6,76.5,60.9,29.0,27.9,56.5,2435.9,2,4,0,19.7,0,10,2
38.3,29.9,41.5,45.7,20.7,24.8,40.2,1561.8,2,3,0,13.4,0,5,1
17.1,27.6,68.1,54.9,42.3,29.5,34.7,2452.9,1,1,0,19.4,0,1,0
52.7,53.7,102.9,72.5,47.1,43.4,34.3,1434.7,2,2,0,19.6,0,11,2
57.5,140.2,648.1,95.0,7.7,39.3,50.1,1551.0,3,4,0,16.5,0,6,3
29.5,338.4,1563.6,95.0,12.4,38.6,50.7,1120.0,0,4,0,22.2,1,6,3
9.9,26.4,55.9,67.1,27.5,29.1,95.0,1190.2,0,5,0,13.6,1,12,1
71.3,35.3,95.4,57.2,15.4,24.4,42.0,1812.8,1,4,0,21.2,1,5,2
86.3,6.7,7.2,37.0,41.9,26.9,37.8,2400.6,2,2,0,28.9,0,4,1
6.2,28.7,50.0,55.5,16.2,20.4,52.2,298.4,2,1,0,17.8,0,5,0
44.5,46.2,53.1,64.6,8.6,32.0,7.9,2226.8,2,4,1,4.4,0,1,2
72.8,42.7,109.6,65.2,44.6,21.7,36.7,803.8,0,4,0,13.9,1,1,2
40.0,61.7,291.1,89.5,23.4,44.4,7.5,2085.9,7,4,1,14.2,0,6,3
60.3,163.4,364.4,95.0,43.1,26.7,95.6,1612.7,3,2,0,6.1,0,6,3
47.0,47.8,85.2,79.7,47.4,36.4,80.8,1707.1,1,3,0,15.4,0,2,2
64.5,27.7,76.4,47.0,18.0,28.1,10.9,662.0,1,3,1,22.2,0,10,2
54.7,58.1,124.3,64.6,42.7,26.4,60.4,1240.0,1,4,0,9.6,0,2,2
56.5,46.1,130.0,60.7,11.0,22.3,89.0,987.5,3,5,0,15.0,0,10,2
54.1,41.2,114.2,56.0,6.3,36.1,28.0,1631.6,2,4,1,35.3,1,11,2
58.6,30.7,64.3,75.0,26.8,38.3,66.8,1715.6,2,4,0,28.1,0,4,2
45.5,232.6,1142.1,95.0,24.3,21.7,32.0,458.0,4,3,0,19.3,0,6,3
10.6,8.8,23.6,40.8,12.7,22.7,54.4,1586.2,2,3,0,17.1,0,10,0
41.3,30.5,103.4,62.8,9.2,28.9,28.6,297.8,3,3,1,12.8,0,7,1
49.5,172.0,687.0,95.0,8.0,36.3,21.0,1985.0,1,2,1,4.2,1,7,3
64.2,98.3,108.4,89.9,42.8,20.5,50.7,2575.7,2,3,0,13.0,0,4,2
28.7,9.1,13.2,63.6,30.2,31.1,50.6,2329.8,1,3,0,15.7,0,12,1
6.9,76.0,172.9,68.6,26.9,27.1,96.4,2177.5,2,2,0,17.9,0,7,0
36.1,94.7,265.9,83.8,48.8,35.2,89.3,522.0,2,5,0,8.4,0,8,2
67.7,230.7,540.3,95.0,37.9,24.6,46.1,1491.8,4,2,0,14.7,0,9,3
37.8,7.9,11.8,52.6,22.3,42.1,62.2,1169.5,5,3,0,9.6,0,3,1
40.4,14.9,16.8,59.5,13.7,21.7,12.1,2096.8,2,3,1,2.4,0,12,2
15.4,121.3,339.5,95.0,20.8,41.9,16.0,2141.4,1,2,1,17.3,0,8,2
94.5,56.9,98.2,63.9,35.4,27.4,37.1,1462.7,3,3,0,32.1,0,10,2
65.5,54.9,83.1,76.2,19.4,29.4,3.1,2540.6,3,5,1,24.4,0,3,2
47.3,51.3,142.6,73.5,47.6,33.4,62.2,1924.6,2,1,0,14.3,0,10,2
61.9,41.3,123.6,70.8,10.7,31.9,41.4,660.5,2,5,0,31.6,0,11,2
39.1,25.4,51.6,71.5,8.6,21.7,45.1,1113.0,3,2,0,10.5,0,12,1
46.8,202.1,771.1,95.0,33.6,35.4,68.8,1806.3,1,3,0,23.7,1,7,3
35.0,220.1,616.5,95.0,14.7,44.7,77.3,280.9,2,3,0,18.5,0,7,2
42.8,4.3,10.5,58.6,19.6,24.4,9.7,223.2,2,1,1,6.7,0,11,1
80.4,35.6,38.7,48.4,19.3,15.3,51.6,2128.4,1,3,0,20.5,0,2,1
29.3,93.6,411.2,91.9,13.3,40.9,65.0,1835.7,2,4,0,29.1,1,6,3
84.0,19.2,19.4,52.7,7.0,19.4,39.4,2106.6,2,3,0,16.1,1,12,2
57.9,24.9,73.4,53.3,18.5,24.2,24.2,614.0,2,4,1,28.4,0,12,2
47.9,52.7,124.3,61.3,36.3,27.7,40.0,316.5,2,5,0,7.2,0,4,2
109.2,24.9,50.9,52.4,45.8,16.4,96.1,1751.4,2,4,0,27.8,1,12,2
92.6,50.6,80.2,80.5,22.6,41.9,67.3,2807.8,1,5,0,19.8,1,11,2
50.1,61.1,191.7,73.1,42.0,44.6,19.0,704.7,6,1,1,21.1,0,9,2
18.1,50.5,74.6,67.4,32.8,27.3,81.8,312.9,2,4,0,21.4,0,1,1
25.9,62.0,130.0,81.4,33.3,16.7,32.1,2540.8,3,5,0,14.4,0,1,2
75.3,87.1,401.9,95.0,36.2,19.8,20.5,2061.5,1,2,1,5.9,0,9,2
7.0,63.7,170.7,74.1,40.1,20.6,47.0,1270.0,5,3,0,24.8,0,4,1
52.4,76.1,284.0,90.4,19.8,30.1,88.2,1188.2,2,4,0,9.4,0,9,2
32.6,27.4,31.0,51.0,17.6,32.1,93.6,505.3,3,5,0,25.4,0,10,1
65.3,52.9,136.5,80.9,47.2,37.0,31.4,2017.5,2,3,0,16.4,0,10,2
60.7,40.8,111.9,74.2,7.6,26.1,97.0,1132.2,5,3,0,14.7,0,12,2
52.0,13.4,17.7,62.7,24.0,36.5,58.9,1879.9,2,3,0,21.1,1,11,2
56.1,37.0,108.1,56.1,18.4,15.0,32.6,2354.7,3,5,0,14.2,1,11,2
22.2,46.6,86.4,79.1,7.3,21.5,81.9,2597.5,1,4,0,18.0,0,2,1
46.7,53.8,167.9,66.2,38.4,33.3,68.3,1522.8,2,1,0,44.4,1,9,2
48.0,59.3,90.1,77.8,6.9,26.5,34.4,2457.5,2,3,0,3.8,0,2,2
61.0,29.5,74.0,73.9,39.6,43.2,97.9,1031.9,4,3,0,7.4,0,12,2
20.6,55.5,81.0,70.6,16.7,16.8,44.3,222.1,4,5,0,18.1,0,4,1
26.7,28.2,72.3,59.8,24.1,41.2,90.0,724.7,3,4,0,25.5,0,1,1
32.4,96.7,146.3,79.5,24.0,25.4,22.1,2498.1,3,3,1,7.9,0,1,2
42.8,22.7,47.5,54.3,29.1,32.2,4.2,1948.2,1,4,1,8.4,0,11,2
68.1,68.0,194.6,68.5,43.8,31.6,71.5,962.8,0,1,0,7.2,0,12,2
52.6,37.1,109.1,67.8,48.8,19.8,9.9,2782.2,2,3,1,9.4,0,6,2
71.5,41.2,78.6,66.5,39.2,26.2,74.6,405.6,3,4,0,15.2,0,1,2
22.0,45.9,67.9,67.4,48.5,29.2,50.4,2603.7,2,4,0,14.6,0,12,1
27.7,77.0,188.2,74.1,36.6,22.7,14.3,1580.4,5,3,1,18.0,0,1,2
51.3,252.4,1213.3,95.0,25.0,36.9,91.9,2569.0,3,2,0,24.7,0,7,3
70.5,24.5,72.0,67.2,16.5,34.9,1.0,126.7,0,3,1,8.7,0,3,2
56.2,57.9,167.0,88.5,47.9,33.5,49.3,1330.4,2,3,0,10.5,0,1,2
33.5,170.3,597.6,95.0,7.4,29.7,90.0,1984.1,2,3,0,11.7,0,6,2
56.7,23.6,33.4,61.8,15.1,44.8,12.2,1970.2,2,5,1,9.7,0,5,2
23.3,57.6,97.9,69.6,35.7,26.0,95.0,1041.7,2,3,0,11.7,1,12,1
28.5,66.8,155.5,77.3,44.8,19.3,21.2,867.1,1,4,1,23.0,0,2,2
93.0,125.8,368.9,95.0,19.8,43.1,44.3,2528.6,5,1,0,4.1,0,9,2
68.3,105.7,499.3,94.6,5.7,33.7,63.9,1637.7,4,3,0,20.9,1,9,3
40.1,60.5,107.4,80.8,8.8,24.1,46.4,1354.3,1,1,0,1.5,0,2,1
80.7,23.3,30.4,70.7,26.2,39.7,94.8,2376.6,7,4,0,30.4,1,1,2
50.5,70.6,113.4,76.4,33.3,44.1,58.8,2954.8,2,4,0,1.3,0,2,2
28.9,23.8,43.7,52.9,11.1,40.6,84.2,1823.6,3,3,0,17.3,0,1,0
35.7,46.9,71.4,79.8,48.7,26.7,40.9,1415.9,1,4,0,8.5,0,5,2
117.0,32.3,46.6,47.6,26.7,42.7,88.1,2560.4,1,4,0,14.6,0,5,1
12.1,8.0,12.0,50.3,16.6,39.5,35.9,1271.1,0,2,0,6.1,0,1,0
13.3,70.0,184.1,78.7,40.2,27.2,24.0,900.0,3,2,1,6.1,1,4,2
38.9,39.1,81.9,56.3,28.9,19.8,99.2,1829.4,3,4,0,25.3,0,5,1
51.1,449.7,1277.9,95.0,36.7,16.6,65.0,996.8,0,4,0,15.4,0,7,3
43.7,56.0,106.9,86.3,21.3,42.5,1.6,1177.1,3,3,1,5.3,0,12,2
31.4,34.3,51.2,62.3,13.5,37.5,40.5,704.1,2,1,0,6.1,0,1,0
89.3,34.6,42.7,75.3,13.6,29.4,55.5,1081.9,2,3,0,22.9,0,12,2
36.3,31.7,83.7,60.0,9.4,31.7,32.7,1597.6,0,1,0,16.9,0,5,1
61.8,33.9,42.4,58.1,29.4,25.6,91.8,230.5,2,3,0,14.3,0,5,1
61.7,18.3,31.0,53.2,17.2,33.2,90.9,2215.2,0,1,0,18.6,0,11,1
26.0,34.3,35.6,70.2,15.2,43.0,60.6,2730.8,3,3,0,5.1,0,12,1
