sea_surface_temp_c,atmospheric_pressure_hpa,wind_speed_kmh,wind_shear_kms,humidity_percent,coastal_distance_km,latitude,coriolis_parameter,cloud_top_temp_c,vorticity,previous_cyclone_30d,month,risk_level
20.8,1012.5,59.9,14.7,87.9,446.2,12.8,3.2318,-41.6,0.39,0,7,0
27.6,1000.9,68.0,25.3,73.6,444.7,8.89,2.2535,-55.4,0.03,0,12,1
30.1,995.5,69.0,33.3,76.1,354.1,22.12,5.4922,-51.0,1.91,0,5,2
27.1,1013.5,34.3,48.1,61.0,350.5,23.75,5.873,-36.2,1.29,0,12,0
26.8,982.7,48.1,22.7,81.9,478.0,19.24,4.8059,-54.2,1.76,1,10,2
23.2,1017.5,39.9,21.3,85.4,182.0,22.28,5.5292,-51.3,0.03,0,8,0
26.1,990.8,63.4,31.0,80.2,293.8,18.22,4.5599,-46.8,7.28,1,11,2
22.5,1017.3,62.7,19.8,69.2,270.2,18.11,4.5323,-32.9,0.71,0,2,0
21.4,1015.5,59.3,15.6,79.8,362.5,17.19,4.3107,-50.5,2.68,0,8,0
23.7,1006.0,32.3,7.5,67.5,543.8,19.88,4.96,-22.7,0.17,0,12,0
22.3,1012.6,37.7,10.8,79.2,273.6,9.85,2.4954,-39.9,6.27,0,4,0
29.7,1006.5,23.3,25.6,75.8,209.7,17.31,4.3393,-54.0,24.37,0,10,1
25.1,1023.0,25.5,36.0,69.8,612.7,17.34,4.3466,-41.7,2.07,0,1,0
25.6,1019.5,43.7,16.9,73.1,269.9,16.52,4.1467,-30.2,5.01,0,9,0
27.3,1013.8,60.6,66.6,88.6,453.1,10.82,2.7373,-39.5,1.05,0,12,1
30.5,984.6,40.6,22.2,65.9,87.5,24.06,5.9466,-30.4,3.03,1,6,2
31.7,986.0,75.6,20.6,92.2,324.7,24.18,5.9749,-51.9,1.17,1,5,2
27.3,1017.8,64.1,18.2,73.8,503.7,17.8,4.4582,-30.4,0.99,0,7,1
30.9,989.5,97.5,20.8,60.0,265.4,13.88,3.4985,-35.0,0.08,0,6,3
28.6,979.7,61.2,13.8,85.0,349.9,14.31,3.6035,-49.4,0.09,0,6,2
26.6,987.8,80.1,56.2,87.4,99.4,10.13,2.5651,-21.2,2.5,0,10,3
22.3,1001.9,65.4,40.5,75.3,252.1,9.24,2.3416,-40.1,1.03,0,12,1
26.8,1004.8,89.6,29.8,63.5,182.7,24.59,6.069,-58.0,0.4,0,8,2
27.9,1020.6,15.1,9.6,79.1,530.8,16.53,4.1504,-26.2,0.03,1,1,0
26.2,1001.6,63.5,44.6,92.1,380.7,18.95,4.7371,-58.7,2.26,0,12,1
31.4,995.3,73.6,13.5,89.1,621.3,9.45,2.394,-46.1,10.59,1,6,2
29.5,1010.1,60.0,40.7,81.8,406.1,21.8,5.4156,-56.3,1.38,0,10,2
27.0,981.2,32.0,39.0,71.8,153.6,23.91,5.9119,-30.4,6.22,0,5,2
27.6,1001.5,44.2,14.4,77.2,758.6,12.2,3.0822,-54.7,0.38,0,4,1
29.1,1004.5,96.0,29.7,93.4,178.0,11.63,2.9393,-38.6,3.16,1,6,2
26.4,981.0,53.1,30.0,82.5,378.5,11.39,2.88,-55.6,1.98,0,10,2
25.8,1002.3,61.2,27.0,72.2,121.0,15.44,3.8833,-27.6,0.02,0,2,1
26.0,1008.6,32.6,19.1,61.4,700.0,15.87,3.9876,-27.1,2.42,0,3,0
29.9,987.3,76.7,30.9,66.5,166.2,19.19,4.7948,-31.5,17.14,0,5,2
27.4,974.6,96.3,31.7,87.9,592.2,17.86,4.4719,-24.0,3.18,0,10,2
31.0,1007.6,80.0,15.1,73.7,396.2,9.86,2.4982,-59.9,1.35,1,11,2
25.4,1007.4,47.6,24.0,75.6,460.6,21.95,5.4509,-25.6,0.11,0,7,0
28.3,940.3,82.6,37.9,73.2,180.7,10.76,2.7239,-38.4,3.99,0,11,3
25.0,1004.6,32.4,26.4,72.6,652.0,17.29,4.3339,-48.9,4.75,0,12,0
25.2,1010.1,59.3,20.9,60.4,680.8,22.73,5.6349,-44.1,0.65,0,8,0
28.2,985.2,44.3,25.8,79.2,640.9,11.12,2.8129,-54.5,19.78,1,11,2
26.7,1011.7,48.2,30.4,77.1,338.9,11.42,2.8864,-49.5,1.36,0,4,0
20.9,1005.9,18.0,19.6,63.5,172.5,10.47,2.6492,-41.6,0.66,0,3,0
24.5,1017.5,28.4,22.4,62.8,496.6,10.44,2.644,-48.6,0.39,0,4,0
29.6,1006.5,65.6,36.1,67.5,402.2,19.86,4.9543,-37.4,0.58,0,10,2
20.7,1009.1,53.1,33.9,90.8,691.8,23.1,5.7229,-48.3,0.46,0,12,0
24.1,1014.0,28.4,51.7,65.0,228.7,18.26,4.5691,-27.1,0.29,0,3,0
28.0,1014.2,26.6,7.3,60.5,200.2,11.99,3.031,-37.9,0.37,0,1,0
32.0,972.3,70.2,32.2,81.7,268.9,19.56,4.8832,-33.9,2.26,1,5,3
26.2,1019.2,61.9,19.0,75.4,329.1,22.56,5.5947,-24.5,0.37,0,8,1
25.2,1019.1,56.4,24.7,61.4,239.9,23.08,5.7166,-24.6,1.37,0,1,0
26.5,993.5,62.0,9.1,62.8,488.9,9.71,2.4602,-55.8,1.6,0,5,2
31.2,1016.2,124.1,39.7,93.0,74.3,15.24,3.8344,-29.5,7.8,0,5,2
26.2,1002.2,60.6,3.4,83.5,189.4,19.2,4.7956,-51.6,6.88,0,9,2
24.4,1014.8,28.1,11.6,62.1,210.2,19.0,4.7471,-40.0,1.99,0,7,0
28.1,1005.6,34.5,10.7,87.2,429.5,11.18,2.8266,-27.6,10.08,1,6,1
31.0,1003.0,48.9,31.8,84.0,642.4,13.7,3.4537,-56.8,5.34,1,11,2
31.4,995.5,48.4,36.7,69.0,604.1,21.23,5.2818,-44.6,1.61,0,6,2
21.0,1016.7,61.7,17.9,87.9,311.9,16.38,4.1133,-54.5,1.65,0,7,0
29.6,992.6,39.0,2.8,75.1,310.0,18.24,4.5646,-48.5,4.03,0,10,2
27.7,1012.4,20.6,23.0,86.6,81.0,23.88,5.9049,-36.4,2.28,0,12,1
28.4,974.8,44.8,32.6,75.6,306.0,12.11,3.0601,-44.6,0.07,0,11,2
29.5,971.2,39.2,14.6,78.2,407.8,15.44,3.8831,-52.5,3.38,0,11,2
21.9,1014.8,49.0,15.7,93.6,256.0,18.97,4.741,-24.5,0.47,0,12,0
24.8,1015.4,19.0,20.6,83.4,359.4,19.45,4.8569,-53.9,0.13,0,1,0
27.5,977.9,35.6,30.3,67.6,122.5,15.26,3.8392,-51.1,0.51,1,11,2
26.0,1014.4,77.9,6.9,93.0,365.7,11.36,2.8729,-27.4,0.17,0,12,1
21.0,999.0,51.0,11.5,92.4,290.5,13.99,3.5265,-23.8,1.1,0,3,1
24.8,999.1,48.5,45.1,83.9,185.3,15.51,3.899,-49.0,1.16,0,4,1
24.9,1007.6,32.8,20.1,77.5,256.6,12.44,3.1418,-54.1,0.01,0,12,0
26.4,993.6,43.5,23.9,75.7,439.8,17.68,4.4283,-29.8,3.96,0,4,1
20.6,1016.3,45.4,12.6,83.2,754.4,8.17,2.0713,-58.3,0.38,0,4,0
23.0,1011.8,43.7,22.2,63.2,307.9,8.98,2.2771,-42.7,1.34,0,3,0
29.1,1008.8,52.4,25.2,69.6,309.3,24.19,5.9762,-23.6,4.59,0,11,2
30.8,991.7,44.9,23.3,92.2,454.2,10.63,2.6892,-37.3,0.17,1,6,2
26.2,1008.7,60.4,15.2,74.8,305.1,18.2,4.5559,-58.7,0.71,0,9,1
30.0,971.1,75.5,40.4,70.4,440.0,21.9,5.4406,-29.1,5.68,1,6,2
25.6,1013.5,50.4,19.7,72.4,475.7,12.87,3.2493,-57.7,0.24,0,9,0
22.8,1010.8,44.9,22.9,85.9,238.9,11.32,2.8621,-25.0,0.34,0,1,0
29.1,973.4,39.2,18.7,78.1,89.3,9.41,2.3834,-53.3,2.98,0,11,3
30.9,1001.6,92.3,14.6,71.6,259.2,14.02,3.5339,-35.3,4.17,0,5,2
26.2,977.7,46.9,12.6,74.0,450.8,9.5,2.4073,-53.2,2.4,0,11,2
21.2,1014.4,29.1,54.8,87.0,143.0,16.56,4.1572,-30.5,0.64,0,9,0
23.4,1010.4,77.3,10.2,87.5,160.4,19.5,4.869,-39.6,1.82,0,9,0
30.1,1015.0,77.6,31.1,64.2,111.8,22.28,5.5282,-29.1,1.9,1,5,2
26.3,998.3,37.5,14.5,62.3,761.4,14.94,3.7603,-25.8,0.6,0,4,1
24.2,1006.9,63.3,20.3,67.2,101.3,15.44,3.8839,-31.2,3.17,0,8,1
21.6,1001.3,43.0,3.1,82.1,248.9,23.92,5.9135,-25.5,0.1,0,1,1
26.9,974.9,100.3,11.6,84.0,465.2,17.96,4.4974,-28.0,4.9,0,11,2
27.0,1014.2,53.1,30.8,69.4,362.1,17.66,4.424,-24.9,1.42,0,7,1
27.0,1002.9,19.0,20.9,72.1,222.1,20.65,5.1441,-32.7,1.64,0,4,1
20.8,1000.7,31.3,10.1,65.6,548.4,8.38,2.1252,-48.7,5.06,0,4,0
27.3,1016.3,37.6,21.8,70.7,289.3,8.3,2.1063,-45.6,0.33,0,12,1
26.9,1020.0,50.0,22.6,91.2,467.2,15.21,3.8259,-46.9,23.0,0,5,1
21.7,1006.8,58.9,23.4,94.3,399.0,19.89,4.9629,-27.2,0.22,0,12,0
30.6,986.3,63.5,34.6,66.4,78.4,9.92,2.5113,-25.1,4.66,0,10,3
28.7,993.5,56.5,10.1,67.5,214.2,20.58,5.1258,-27.9,2.31,0,11,2
24.3,1012.4,55.6,45.2,79.6,220.8,24.03,5.9395,-40.4,4.0,0,2,0
26.1,1014.4,43.9,17.8,81.5,440.7,14.48,3.6477,-53.9,1.1,0,12,0
27.0,986.7,34.2,6.4,83.7,449.9,16.75,4.2033,-35.7,1.93,1,10,2
28.9,984.0,61.4,37.0,71.4,500.1,16.85,4.2271,-42.0,7.31,1,10,2
20.8,1006.9,20.5,30.7,87.1,205.4,11.0,2.7825,-27.4,0.05,0,8,0
25.5,1006.5,51.4,4.8,89.4,179.7,20.5,5.1069,-32.6,0.9,0,1,0
26.3,1015.9,27.5,52.3,66.2,462.0,21.88,5.4355,-59.9,0.64,0,2,0
29.8,1009.3,113.4,27.7,74.0,294.5,19.74,4.9247,-54.5,7.28,1,6,2
21.1,1009.5,47.1,44.8,64.7,439.0,8.29,2.1017,-38.9,2.71,0,2,0
24.3,999.4,71.8,27.5,70.7,445.1,10.71,2.7115,-56.2,1.4,0,8,1
20.5,1012.6,56.6,32.3,76.2,309.4,20.16,5.0255,-55.1,1.11,0,4,0
22.1,1003.0,22.0,24.0,89.0,43.1,22.54,5.5896,-51.4,0.56,0,12,1
23.3,1003.1,94.4,23.7,80.1,235.8,18.38,4.5978,-22.8,1.56,0,1,1
21.1,1003.9,64.4,5.7,69.4,328.6,18.47,4.6206,-28.3,3.83,0,9,1
23.7,1017.7,33.0,33.9,73.8,377.5,21.32,5.3034,-50.6,0.17,0,7,0
24.7,1017.4,63.5,9.5,72.7,265.1,13.43,3.3876,-58.5,1.58,0,8,0
26.3,977.1,64.8,37.9,72.4,229.7,19.97,4.9814,-54.8,6.99,0,5,2
24.6,1003.2,19.1,11.4,85.5,148.7,13.87,3.4961,-44.8,0.28,0,12,1
31.6,982.3,55.0,37.8,64.4,327.1,8.02,2.0355,-35.8,4.3,1,6,2
23.4,1005.4,38.4,33.3,74.0,60.7,14.66,3.6921,-33.4,0.56,0,3,0
27.8,1012.1,65.5,22.2,71.3,190.7,18.23,4.5626,-32.3,1.88,0,1,1
27.6,1002.9,54.7,30.3,90.3,143.1,14.97,3.7664,-59.7,1.06,0,12,2
31.3,1006.7,44.3,27.2,87.0,245.9,24.71,6.0971,-34.1,6.71,0,6,2
26.6,1003.3,60.8,8.4,75.5,206.6,16.63,4.1732,-46.6,0.37,0,12,2
21.0,1001.1,20.1,33.2,82.6,130.3,23.41,5.7937,-48.8,3.46,0,7,1
26.6,1009.0,39.3,25.4,94.7,739.8,18.09,4.5287,-37.9,1.14,0,8,0
27.6,1024.4,52.5,26.4,92.6,522.5,22.07,5.4801,-33.1,1.01,0,1,1
30.3,988.7,26.9,9.5,92.6,553.5,13.31,3.3571,-46.8,3.45,0,6,2
25.7,1017.2,55.3,27.9,91.5,276.1,17.14,4.2972,-32.5,2.79,0,12,0
26.3,1006.8,20.8,12.3,81.0,356.8,16.32,4.0993,-54.2,1.91,0,8,0
31.5,976.8,43.9,11.5,83.9,546.9,17.25,4.3248,-20.4,17.44,0,6,2
27.6,1003.5,24.1,8.8,70.7,358.8,23.69,5.8607,-53.0,2.73,0,3,1
24.4,1025.5,19.7,39.4,85.3,367.0,16.57,4.1584,-33.3,8.99,0,7,0
28.8,993.9,57.9,27.9,84.1,382.2,14.26,3.593,-30.3,2.24,0,11,2
20.3,1012.7,25.4,28.6,92.5,48.6,18.1,4.5302,-27.3,1.27,0,12,0
28.3,988.1,75.8,32.0,83.2,286.5,18.3,4.5802,-29.9,7.37,0,6,2
22.1,1010.1,23.0,27.1,83.3,301.2,14.49,3.6496,-40.7,1.42,0,2,0
29.7,1005.8,38.4,59.1,66.3,497.8,8.59,2.1777,-21.6,1.33,0,10,1
25.6,1003.8,68.7,20.1,65.6,133.7,18.9,4.7245,-58.0,3.47,0,7,1
30.1,970.8,101.5,28.9,78.1,130.4,24.45,6.037,-42.5,2.72,0,10,3
24.6,1011.7,33.5,10.7,77.1,722.0,13.57,3.4207,-21.9,0.26,0,1,0
26.2,999.1,18.0,33.2,79.2,305.9,18.22,4.5602,-20.3,6.76,0,11,1
20.2,1012.1,49.7,6.8,70.3,229.1,10.12,2.5619,-26.5,2.27,0,1,0
26.9,1007.4,55.8,38.0,69.9,495.0,14.0,3.5286,-42.1,0.14,0,7,1
23.7,1019.6,14.0,25.8,67.5,168.5,12.46,3.1478,-42.6,0.87,0,7,0
27.5,997.1,15.3,12.1,87.1,230.8,22.36,5.5472,-36.2,0.92,0,12,1
28.9,986.2,47.3,6.6,74.0,80.5,18.6,4.6526,-34.7,0.68,0,11,2
23.0,1021.4,42.5,23.7,72.7,181.8,19.42,4.8502,-28.6,3.52,0,9,0
24.0,1009.9,55.9,49.4,88.8,133.6,11.28,2.8535,-20.2,1.24,0,8,1
26.2,992.3,45.0,6.9,94.7,419.1,22.98,5.6947,-38.8,18.65,1,6,2
21.8,1012.8,29.0,26.2,66.0,484.0,17.15,4.3016,-48.0,1.04,0,4,0
29.8,991.5,52.0,12.6,74.5,389.3,18.68,4.6704,-48.8,7.4,0,6,2
22.5,1006.1,39.9,20.0,69.3,97.5,18.44,4.6128,-26.4,1.26,0,7,0
29.2,994.0,134.9,23.2,79.6,327.0,19.1,4.7721,-46.0,1.79,0,11,3
28.7,978.5,63.6,24.6,81.8,360.7,17.54,4.3956,-58.3,9.38,1,11,2
22.2,1002.2,37.7,38.7,87.9,350.9,9.18,2.3261,-54.3,2.67,0,8,0
22.0,1004.2,41.3,43.3,65.3,263.7,23.94,5.9172,-24.0,0.3,0,7,1
21.3,1006.4,32.9,7.6,93.8,460.5,18.79,4.6985,-35.2,0.54,0,8,0
20.1,1008.3,83.6,19.8,66.6,169.5,23.93,5.9154,-30.7,1.75,0,4,1
21.5,1005.3,69.9,30.2,91.0,335.7,19.15,4.7842,-41.9,1.16,0,2,0
28.5,993.4,74.3,13.1,60.7,282.1,12.06,3.0464,-25.7,14.01,0,10,2
27.6,1001.3,90.2,15.5,68.2,360.8,12.42,3.1361,-26.8,1.42,0,10,2
20.3,1010.1,43.5,17.2,78.0,684.6,17.09,4.2853,-54.7,0.25,0,8,0
27.4,1006.4,48.0,21.4,87.4,647.3,18.87,4.7172,-28.5,6.34,0,5,1
28.3,974.9,66.8,38.9,74.8,730.3,14.93,3.7585,-31.5,6.08,0,10,2
24.3,1004.7,29.3,48.9,74.3,561.7,23.65,5.8495,-29.8,0.64,0,8,0
24.8,1017.7,40.0,20.6,60.6,240.4,11.28,2.8532,-39.6,1.76,0,12,0
24.4,1010.1,18.7,32.8,72.9,511.1,21.88,5.436,-34.9,0.03,0,7,0
21.3,1018.8,57.0,11.8,68.9,292.3,13.89,3.5014,-52.8,0.35,0,1,0
26.6,987.9,32.3,26.5,78.0,46.0,24.39,6.0232,-22.4,0.09,0,10,2
20.9,995.4,28.7,27.6,60.7,70.4,11.16,2.8222,-20.4,0.45,0,1,1
27.4,1011.6,51.3,32.6,94.1,258.0,13.76,3.4699,-35.4,2.9,0,8,1
31.1,995.1,57.6,35.4,65.2,273.9,10.26,2.5986,-25.6,7.19,0,10,2
29.9,983.0,88.4,12.0,67.2,243.5,23.04,5.7086,-28.4,10.62,0,6,3
28.8,987.2,53.6,11.7,94.5,465.8,10.87,2.7507,-26.8,3.09,0,6,2
31.8,998.4,51.5,25.7,87.0,406.5,13.45,3.3919,-55.1,0.31,1,11,2
22.0,1006.8,51.6,35.2,85.1,540.8,20.81,5.1815,-59.7,1.83,0,3,0
26.8,1022.9,31.3,15.5,85.5,303.7,12.85,3.2434,-45.6,0.56,0,4,0
27.8,999.6,51.9,34.6,80.8,377.7,19.45,4.8557,-57.4,0.22,0,3,1
27.4,1007.0,43.3,21.0,88.0,501.7,16.55,4.1555,-51.3,0.1,0,4,0
28.9,1002.3,27.5,34.6,63.8,567.8,8.6,2.1805,-35.5,4.37,1,11,2
20.1,1011.3,53.8,53.2,79.9,203.8,22.84,5.6615,-26.0,0.82,0,1,0
31.8,1000.4,63.4,17.6,65.5,41.7,16.24,4.0781,-44.4,4.45,0,11,3
25.4,1026.4,42.1,39.0,84.1,743.3,11.82,2.9885,-27.3,5.87,0,7,0
20.2,1012.0,48.2,54.5,87.1,288.3,14.02,3.5338,-27.2,0.54,0,7,0
24.2,994.4,50.6,7.2,89.8,85.0,9.55,2.4191,-21.7,0.17,1,9,2
27.4,1009.2,52.5,29.3,91.6,252.1,23.87,5.9025,-54.5,0.57,0,7,1
20.7,1008.6,22.1,9.5,68.5,304.3,23.05,5.7106,-23.3,0.51,0,3,0
22.5,1010.4,59.0,20.6,85.6,150.4,18.7,4.6763,-37.7,0.11,0,3,0
31.9,985.1,57.4,25.9,65.9,1019.1,18.11,4.5331,-43.0,4.66,0,5,2
24.9,1011.8,40.7,32.6,81.9,314.9,14.54,3.6626,-42.2,0.36,0,12,0
22.3,1025.4,25.0,15.2,86.0,389.7,24.08,5.95,-51.1,0.01,0,2,0
20.1,1002.7,104.9,3.1,81.6,365.4,12.73,3.2139,-34.4,1.52,0,12,1
28.4,973.2,63.1,26.1,79.0,112.4,9.02,2.2857,-48.2,8.33,1,10,3
26.2,1000.3,51.8,18.5,71.5,437.7,16.79,4.2118,-41.6,1.57,0,6,2
25.0,1003.4,12.4,38.8,91.8,221.2,20.47,5.0993,-46.6,0.05,0,7,0
23.6,1012.2,23.8,21.3,94.5,308.2,9.24,2.3426,-38.4,0.93,0,8,0
24.5,1003.7,21.1,24.2,85.3,223.6,18.14,4.5416,-29.2,2.44,1,4,0
21.5,1009.8,55.3,11.6,66.9,507.6,8.72,2.2098,-49.4,0.68,0,7,0
20.4,1014.8,33.3,33.2,70.4,438.6,17.42,4.3669,-32.1,0.92,0,8,0
31.1,991.5,80.5,7.2,84.6,388.3,19.79,4.9375,-36.5,22.25,0,11,2
25.9,1019.2,57.0,26.2,65.5,579.5,17.52,4.3904,-30.5,1.11,0,12,0
27.8,1010.4,48.5,41.8,67.9,548.6,21.98,5.4596,-28.2,0.59,0,3,0
24.0,1034.1,10.5,13.5,85.2,219.2,17.34,4.3472,-36.3,0.61,0,2,0
27.4,980.7,86.6,20.2,84.8,462.2,20.19,5.0342,-44.3,13.46,1,10,2
30.7,998.7,78.1,20.7,81.0,241.1,10.55,2.6707,-28.5,1.98,0,10,2
23.7,1001.1,50.8,34.5,93.4,591.1,15.02,3.7794,-20.7,0.46,0,4,1
29.9,991.5,45.4,11.5,75.3,248.2,20.74,5.1638,-37.9,4.76,1,10,2
26.0,1004.1,48.5,19.7,83.4,138.6,14.53,3.6593,-30.2,2.39,0,7,2
25.1,1015.5,60.0,31.1,79.1,478.9,10.48,2.6528,-25.4,0.99,0,8,0
31.7,1003.6,34.8,27.8,66.8,139.5,12.54,3.1663,-59.4,3.02,1,6,2
30.0,967.7,66.0,12.9,72.0,154.4,8.87,2.2479,-43.9,11.33,0,10,3
27.0,1006.3,37.4,31.0,69.5,525.1,15.25,3.8373,-34.1,3.47,0,5,1
21.0,1019.1,51.0,26.4,82.2,335.3,12.14,3.0664,-31.2,2.54,0,4,0
29.6,974.3,37.2,3.5,81.7,229.2,10.98,2.7787,-60.0,5.63,0,6,2
24.3,998.3,50.0,45.1,90.4,708.4,20.35,5.072,-37.5,1.32,0,2,0
20.3,1014.5,31.1,25.1,65.2,135.9,23.64,5.8477,-36.6,4.01,0,7,0
25.3,1012.3,55.5,32.3,88.7,71.2,23.74,5.8721,-28.7,2.93,1,3,1
21.8,1020.4,25.6,35.5,63.2,612.1,15.08,3.7953,-28.6,1.23,0,3,0
27.7,1007.0,74.1,18.3,93.8,224.9,18.74,4.6867,-51.0,5.66,1,5,2
21.0,1000.1,28.1,31.1,64.6,465.3,18.74,4.6849,-44.0,1.91,0,12,0
26.5,1007.9,19.3,17.3,92.1,30.8,8.01,2.0316,-24.0,2.59,0,7,1
21.0,1019.6,58.1,46.5,70.6,95.3,18.95,4.7359,-57.2,3.07,0,9,1
20.8,1012.7,53.8,67.0,92.7,499.9,20.36,5.0753,-45.1,1.07,0,12,0
27.8,1016.3,46.9,60.5,62.9,513.8,10.74,2.7183,-20.8,4.89,0,10,1
21.9,1022.2,47.9,15.7,73.6,173.0,21.6,5.3694,-51.4,0.26,0,2,0
23.8,1006.3,34.8,26.9,80.0,601.9,24.95,6.1511,-56.9,2.08,0,3,0
25.9,1004.8,39.5,28.9,90.8,222.7,19.67,4.908,-47.3,2.18,0,1,1
27.6,1011.5,32.2,36.3,81.0,432.8,23.33,5.7766,-59.7,0.01,0,12,0
22.9,1025.8,53.8,23.6,78.9,382.5,9.37,2.3743,-41.5,1.33,0,12,0
26.4,1005.9,48.7,12.2,82.3,443.5,20.88,5.1969,-40.3,0.49,1,11,1
27.5,1017.9,49.7,25.0,69.0,218.8,22.36,5.5472,-45.0,1.46,0,12,1
27.4,1022.3,11.3,11.5,70.2,305.2,18.73,4.6826,-59.7,3.34,0,9,0
20.6,1019.2,22.2,29.2,82.8,479.3,12.14,3.0678,-33.5,0.9,0,4,0
31.4,999.5,148.5,11.9,89.9,403.0,13.78,3.4733,-34.0,2.63,1,11,2
21.4,1020.7,15.7,29.5,77.4,47.2,16.72,4.1969,-42.6,1.94,0,1,0
21.3,1013.2,57.1,43.0,77.5,221.6,21.12,5.2556,-40.0,0.96,0,9,0
27.2,988.7,80.7,10.5,78.6,348.3,13.59,3.4268,-48.6,12.48,0,6,2
28.0,1005.9,32.8,3.3,85.7,20.3,24.14,5.9654,-52.6,2.79,0,12,1
27.0,1005.7,37.0,28.5,90.0,350.7,9.95,2.5205,-31.6,1.57,0,7,0
21.2,1019.0,62.1,34.4,80.5,601.1,22.15,5.4991,-47.5,0.96,0,1,0
29.5,971.3,91.8,16.6,87.4,577.3,12.55,3.1702,-29.4,5.01,0,5,3
24.8,1013.6,67.9,8.5,81.3,535.4,17.92,4.4878,-22.8,0.35,0,2,0
21.7,1013.0,43.2,30.7,61.1,508.5,9.95,2.5204,-48.0,2.48,0,12,0
25.5,1009.3,21.6,11.1,83.1,77.1,16.71,4.1935,-46.9,0.38,0,9,0
20.7,1001.3,137.6,27.2,88.6,339.3,19.35,4.8321,-51.8,1.61,0,2,1
21.6,1005.0,45.9,23.1,69.7,70.7,14.74,3.71,-35.6,0.46,0,2,1
21.2,994.8,37.2,17.3,72.5,202.2,24.8,6.1184,-41.7,0.69,0,2,1
23.5,1011.9,56.3,27.9,90.8,102.4,9.61,2.4337,-28.7,1.6,0,4,1
21.6,1006.3,51.5,18.9,90.0,475.4,23.91,5.9114,-49.3,1.25,0,4,0
30.5,984.7,23.6,23.9,63.9,455.9,23.05,5.7097,-21.3,4.69,1,11,2
21.3,1015.2,37.6,19.6,61.1,285.7,10.56,2.674,-43.7,0.29,0,4,0
20.1,1012.9,57.9,0.2,90.3,295.5,19.2,4.7968,-34.2,1.23,0,1,0
29.2,1013.2,49.1,23.7,78.4,299.4,10.5,2.6586,-42.6,6.99,0,11,2
26.6,1007.1,27.9,33.9,60.3,533.7,24.73,6.1021,-41.7,1.92,1,9,0
20.9,1011.9,83.4,27.8,80.0,1314.5,9.47,2.4003,-59.9,0.73,1,7,0
20.5,1005.0,37.4,17.2,71.0,486.6,13.27,3.3486,-41.8,3.03,0,7,0
22.7,1008.4,41.7,22.4,88.3,318.4,23.32,5.7724,-56.5,3.44,0,12,0
23.3,996.4,60.1,18.7,81.7,272.4,13.71,3.4561,-56.6,0.34,0,7,1
22.9,1007.9,17.8,16.5,60.1,477.2,22.93,5.6818,-36.9,0.07,1,12,0
24.0,1012.6,16.0,25.7,61.7,485.1,8.92,2.2616,-42.2,0.74,0,8,0
26.6,991.9,105.4,13.7,67.1,233.9,17.71,4.437,-26.4,3.63,0,11,2
26.9,1007.7,74.1,14.5,83.1,445.6,18.56,4.6421,-21.6,4.99,0,7,1
26.0,1011.5,34.1,10.8,60.3,520.5,24.65,6.0821,-52.7,1.61,0,9,0
28.9,1014.5,49.7,1.9,76.2,404.6,23.67,5.8557,-34.5,0.04,0,11,1
20.1,1019.5,63.2,29.0,63.4,777.2,8.04,2.04,-57.6,0.13,0,3,0
26.5,1019.5,53.6,18.1,79.6,494.2,14.88,3.7449,-53.8,3.86,0,4,1
27.3,1011.5,26.1,25.1,79.6,399.5,14.94,3.7597,-45.9,1.06,0,12,0
22.0,1019.0,20.8,28.3,60.8,348.8,14.56,3.6675,-29.1,4.03,0,7,0
25.6,1017.3,41.5,17.8,63.9,51.1,11.27,2.8503,-40.6,2.1,0,1,0
22.8,999.8,43.2,32.3,63.0,257.9,22.18,5.5051,-45.9,0.95,0,12,1
31.2,985.8,67.5,37.4,70.2,87.2,13.02,3.2847,-29.3,9.94,0,5,3
27.7,991.6,19.1,49.2,81.3,548.2,11.24,2.8437,-38.0,13.92,0,10,2
23.7,999.1,50.7,9.8,89.2,381.8,9.63,2.4405,-21.1,3.46,0,12,1
23.1,1008.2,55.5,27.3,74.9,391.2,18.24,4.5657,-55.9,1.04,0,9,0
24.2,1017.2,36.7,27.1,68.3,587.7,8.7,2.2053,-52.2,1.01,0,7,0
25.7,1009.0,24.4,40.3,85.1,475.0,15.41,3.8765,-35.3,1.44,0,9,0
26.8,1015.2,66.2,41.9,60.9,457.1,19.06,4.7625,-24.6,0.02,0,9,1
22.9,1014.2,56.2,23.8,75.1,633.2,21.04,5.2351,-25.5,2.3,0,8,0
20.3,1009.4,40.3,30.1,81.6,375.0,20.1,5.0117,-55.4,0.07,0,7,0
26.9,1005.2,58.9,27.8,76.1,130.9,23.21,5.7473,-36.3,9.91,0,10,2
25.0,1015.8,92.9,29.5,81.5,362.7,20.62,5.1349,-53.2,0.31,0,2,0
30.9,993.3,51.6,18.6,70.3,299.9,10.78,2.7277,-52.0,11.64,0,5,2
21.1,1009.1,57.2,42.2,90.6,95.2,21.01,5.2297,-20.4,1.9,1,8,1
24.8,1009.4,110.1,16.9,94.2,92.7,23.74,5.8713,-47.2,1.33,0,3,1
25.6,1009.6,46.2,29.4,77.1,135.4,19.7,4.9166,-58.9,1.5,0,2,0
22.5,1010.1,15.8,20.0,73.2,490.6,19.51,4.871,-25.3,1.43,0,3,0
24.7,1015.6,27.6,14.9,93.1,443.7,23.9,5.9081,-53.8,0.15,0,7,0
