rainfall_mm,rainfall_7day_avg,rainfall_intensity,river_level_m,river_level_change,soil_moisture_percent,elevation_m,temperature_celsius,humidity_percent,wind_speed_kmh,distance_to_river_km,month,risk_level
51.65,39.82,2.15,6.55,0.093,69.0,209.4,26.1,85.8,22.0,14.0,4,0
167.42,210.18,6.98,5.67,0.11,95.0,299.6,27.3,95.0,21.4,9.67,7,1
17.71,22.25,0.74,7.71,0.04,65.0,397.3,24.8,72.6,21.4,6.47,10,0
139.43,203.38,5.81,8.48,0.18,95.0,599.9,28.4,92.7,31.5,11.78,8,2
169.54,170.5,7.06,9.8,0.212,95.0,385.4,38.1,95.0,21.5,4.28,7,2
260.54,388.71,10.86,10.6,0.213,95.0,23.6,24.1,95.0,10.8,7.65,9,3
57.15,79.68,2.38,3.75,0.032,76.2,191.9,30.2,72.3,34.8,6.29,5,0
40.84,32.64,1.7,5.81,0.032,55.1,154.6,27.1,69.0,23.7,2.69,10,0
60.28,53.62,2.51,5.72,0.1,65.1,455.4,29.6,83.1,43.4,3.68,1,0
78.74,86.42,3.28,5.68,0.038,75.4,44.7,36.4,74.1,17.8,10.33,10,1
106.28,81.07,4.43,7.41,0.045,86.8,226.8,24.9,95.0,24.0,4.79,5,2
52.43,72.64,2.18,4.23,0.049,75.0,171.2,32.5,84.8,30.9,9.08,3,0
61.36,53.5,2.56,6.11,0.05,65.5,221.4,30.3,83.2,14.4,18.82,12,0
2.12,2.97,0.09,7.03,0.007,50.0,124.5,29.6,78.7,11.4,4.8,10,0
47.44,38.54,1.98,7.47,0.044,61.6,118.4,32.4,77.8,29.6,3.99,5,0
18.04,17.54,0.75,5.84,0.031,49.5,105.6,31.9,65.7,18.5,7.91,10,0
98.04,92.44,4.09,6.01,0.064,73.6,492.7,32.0,91.8,19.3,4.42,8,1
101.19,103.59,4.22,7.03,0.117,90.3,301.8,31.4,95.0,25.0,9.72,6,2
24.12,28.75,1.01,5.22,0.076,53.2,161.3,29.0,65.3,57.9,9.1,5,0
12.3,14.82,0.51,4.23,0.032,53.4,197.3,26.8,65.9,18.9,7.95,4,0
118.31,107.99,4.93,5.67,0.096,83.6,186.8,30.3,78.5,10.9,9.79,10,1
9.45,10.02,0.39,5.51,-0.017,53.4,223.3,31.2,57.1,42.9,9.03,5,0
32.89,27.85,1.37,0.17,-0.079,55.6,97.1,24.0,82.4,24.4,11.95,12,0
39.57,29.3,1.65,7.35,0.071,65.8,124.9,29.2,65.0,14.4,14.23,2,0
123.93,180.2,5.16,4.69,0.07,95.0,31.9,26.1,87.0,24.5,6.45,9,1
9.86,7.34,0.41,2.96,-0.008,46.4,306.9,27.9,55.5,13.1,13.93,9,0
46.08,35.49,1.92,6.83,0.047,74.2,270.5,21.3,86.0,24.4,8.01,12,0
72.89,105.33,3.04,7.66,0.137,73.6,32.0,21.3,67.8,14.3,12.07,8,1
60.41,47.83,2.52,4.05,0.068,65.4,108.1,30.1,76.8,22.5,4.21,12,0
16.46,12.29,0.69,7.15,0.046,60.2,152.8,31.9,76.0,36.9,2.03,10,1
132.47,120.66,5.52,8.46,0.079,91.5,369.7,28.2,78.8,35.9,10.58,7,2
27.14,29.67,1.13,5.18,0.015,68.1,79.7,26.8,76.4,17.7,2.02,7,0
89.49,94.05,3.73,7.42,0.026,84.3,171.0,27.5,93.4,15.5,6.77,7,1
166.54,189.22,6.94,11.04,0.195,95.0,283.9,30.5,95.0,32.6,7.44,9,2
327.88,266.2,13.66,13.27,0.37,95.0,91.5,27.6,95.0,25.7,4.33,8,2
92.17,117.26,3.84,10.27,0.105,79.8,317.9,29.4,87.2,19.7,9.05,9,1
24.87,34.52,1.04,4.06,-0.037,64.2,236.2,29.0,57.5,27.1,24.41,12,0
61.86,83.37,2.58,7.47,0.022,74.0,310.8,29.6,64.8,40.2,6.31,4,1
310.15,399.99,12.92,14.21,0.31,95.0,209.0,25.3,95.0,25.9,12.84,8,2
35.05,33.74,1.46,6.1,0.054,68.2,143.6,29.0,60.3,44.8,4.86,2,0
297.46,442.34,12.39,8.63,0.168,95.0,115.9,27.4,95.0,24.8,9.32,8,2
28.41,23.51,1.18,3.96,-0.045,51.4,239.0,28.5,81.8,49.1,12.11,12,0
98.49,109.7,4.1,6.35,0.133,84.5,304.0,29.7,74.2,6.6,5.45,2,1
155.06,150.91,6.46,6.02,0.09,92.7,193.9,32.3,95.0,33.5,7.67,8,1
58.53,84.33,2.44,3.14,0.021,74.6,152.9,34.8,90.6,39.8,9.97,7,0
41.61,59.91,1.73,3.68,0.025,61.4,180.6,29.7,59.5,12.6,7.81,3,0
39.14,32.54,1.63,9.72,0.093,57.6,146.7,23.5,80.6,22.9,10.27,5,0
25.33,31.08,1.06,5.14,0.042,55.7,101.0,26.1,75.1,22.4,6.16,4,0
38.57,28.61,1.61,2.43,-0.007,66.3,350.2,33.7,79.7,32.6,5.69,3,0
44.87,66.71,1.87,1.95,-0.009,56.3,178.8,31.6,72.2,22.2,11.26,5,0
39.85,31.04,1.66,5.9,0.022,56.7,144.5,26.6,60.9,12.4,10.26,2,0
185.65,277.47,7.74,8.15,0.15,95.0,116.3,22.8,91.8,16.8,17.65,9,2
224.7,278.01,9.36,7.03,0.172,95.0,365.1,27.5,95.0,12.4,5.29,6,2
26.16,29.89,1.09,3.46,0.028,66.8,145.6,19.4,71.8,29.0,6.53,6,0
61.84,75.67,2.58,6.1,0.045,66.4,218.4,35.1,90.4,18.9,4.42,11,0
162.12,216.92,6.75,6.45,0.101,95.0,312.2,25.1,91.8,21.0,2.1,9,2
30.65,30.98,1.28,7.66,-0.004,57.9,205.0,30.6,79.2,27.7,10.09,3,0
228.64,239.84,9.53,7.94,0.183,95.0,248.9,26.1,95.0,23.7,10.29,9,2
79.22,57.96,3.3,5.09,0.1,69.5,126.0,31.9,80.1,26.5,4.81,4,0
52.34,37.12,2.18,6.43,0.055,68.8,49.9,25.1,75.4,26.4,7.61,10,1
27.96,22.14,1.16,4.69,-0.039,65.9,162.6,22.9,73.3,6.5,12.41,5,0
25.94,19.87,1.08,6.88,-0.011,64.7,214.1,28.7,60.3,22.2,0.81,3,1
31.65,39.54,1.32,5.47,0.09,58.0,82.3,21.5,56.4,31.4,16.11,10,0
48.83,52.34,2.03,8.93,0.078,59.9,296.0,24.9,74.9,26.0,10.23,7,0
31.37,38.62,1.31,2.79,0.017,55.0,207.3,29.0,80.4,15.4,3.79,2,0
53.6,79.1,2.23,5.17,0.061,76.5,222.4,25.8,89.9,21.2,6.27,5,1
37.0,55.22,1.54,8.28,0.041,61.6,88.5,34.5,83.9,16.4,9.27,4,0
97.08,73.0,4.04,6.5,0.088,80.9,187.6,28.2,75.9,28.8,12.76,7,1
124.18,132.82,5.17,11.33,0.164,89.3,101.6,24.7,88.7,36.2,3.87,9,2
62.19,72.19,2.59,2.98,0.04,79.4,192.0,23.7,70.9,26.1,14.99,11,0
44.6,43.16,1.86,4.56,-0.063,72.0,182.7,22.4,73.6,28.5,11.04,1,0
54.02,48.38,2.25,9.45,0.084,73.3,235.4,31.5,72.8,33.1,9.35,4,1
52.54,67.25,2.19,5.07,0.088,66.7,84.3,32.4,63.9,34.4,8.31,8,0
25.28,24.87,1.05,3.05,0.029,54.4,247.3,28.0,61.5,22.8,2.53,2,0
114.55,89.57,4.77,9.24,0.141,94.9,205.6,22.2,79.1,20.5,11.54,7,2
31.1,45.36,1.3,6.98,0.072,51.3,168.6,23.6,80.1,13.6,8.99,5,0
64.51,83.44,2.69,8.02,0.072,74.1,232.8,20.8,87.0,18.0,13.95,10,1
50.37,50.09,2.1,4.73,0.058,60.9,273.1,29.4,78.7,13.3,5.2,4,0
74.53,108.42,3.11,4.85,0.018,75.6,294.0,28.3,75.4,52.0,20.77,3,0
34.8,45.59,1.45,5.77,0.047,59.1,297.7,30.6,86.7,10.9,18.02,1,0
117.9,149.17,4.91,5.54,-0.024,87.3,270.8,33.1,84.4,26.6,8.46,7,1
32.14,42.29,1.34,4.07,0.02,69.8,458.7,25.9,66.5,25.3,4.34,5,0
441.4,312.58,18.39,12.57,0.369,95.0,325.1,21.9,95.0,15.4,13.15,8,2
190.52,248.43,7.94,10.52,0.123,95.0,337.9,32.4,91.7,24.5,8.36,7,2
127.25,111.21,5.3,6.5,0.132,95.0,57.7,21.6,95.0,29.9,5.35,6,2
10.76,10.44,0.45,6.8,0.001,60.9,175.7,33.0,53.0,15.0,4.19,5,0
49.86,74.35,2.08,6.98,0.099,71.3,375.4,29.9,86.7,41.1,9.68,11,0
91.16,69.7,3.8,5.27,0.089,85.0,96.8,31.7,85.5,40.8,5.26,8,1
46.42,37.17,1.93,3.84,0.021,73.4,240.5,21.1,85.6,31.0,12.04,6,0
42.32,52.28,1.76,3.95,0.016,69.6,52.6,25.5,81.3,29.6,1.92,3,0
71.92,53.65,3.0,2.1,-0.03,79.6,213.0,24.3,72.6,13.1,5.71,4,0
149.93,173.95,6.25,6.42,0.034,93.8,251.0,32.6,95.0,27.2,3.15,6,1
20.53,24.71,0.86,4.91,0.038,53.8,321.2,31.2,68.0,21.4,3.7,11,0
42.77,44.72,1.78,7.95,0.058,64.1,256.4,32.0,87.0,23.2,1.96,1,1
92.75,106.76,3.86,11.22,0.134,80.7,208.2,32.1,82.3,19.2,12.0,6,1
76.13,98.33,3.17,6.57,0.067,73.6,359.8,26.7,88.1,33.3,6.28,6,1
93.52,74.04,3.9,6.61,0.078,89.7,153.8,27.8,75.9,13.7,5.13,4,1
51.08,53.3,2.13,8.96,0.087,69.8,148.6,26.7,65.3,9.4,5.05,12,1
59.22,77.52,2.47,2.42,-0.003,64.6,213.7,31.5,70.3,17.9,8.94,5,0
42.44,51.85,1.77,7.8,0.026,56.1,62.2,23.6,84.0,10.0,12.36,2,0
63.21,64.01,2.63,6.5,0.049,78.2,191.3,28.2,64.9,25.9,4.72,12,1
13.37,9.49,0.56,3.01,-0.03,46.5,348.0,27.2,73.0,19.2,11.96,1,0
39.26,57.16,1.64,6.23,0.064,62.5,156.0,33.1,86.3,36.1,3.99,3,0
39.54,32.01,1.65,2.36,-0.035,59.5,26.9,21.4,72.4,60.9,20.01,4,0
17.1,12.8,0.71,2.98,0.017,46.3,484.2,36.6,73.2,22.7,5.26,1,0
103.41,107.89,4.31,9.52,0.152,78.8,362.1,28.2,95.0,32.6,4.53,8,1
38.98,34.22,1.62,7.09,0.068,65.2,146.1,23.1,75.7,17.5,9.76,11,0
92.5,81.85,3.85,6.12,0.127,81.8,189.4,26.7,69.9,21.4,9.36,4,1
64.64,82.45,2.69,8.33,0.04,70.8,183.2,23.8,91.2,21.3,11.72,2,1
46.65,65.62,1.94,9.73,0.079,66.7,59.4,32.6,64.5,36.0,9.98,5,1
15.79,23.16,0.66,2.98,-0.026,47.8,158.6,25.5,56.8,33.6,7.58,10,0
66.38,96.91,2.77,4.28,0.083,67.3,276.8,31.9,76.6,17.6,8.89,4,0
51.51,77.21,2.15,9.18,0.069,68.6,159.7,30.2,76.5,21.2,13.6,11,1
58.12,85.26,2.42,7.5,0.114,60.7,354.5,29.7,77.4,16.5,5.18,7,1
38.02,46.16,1.58,3.16,-0.014,70.1,173.2,28.1,87.4,35.4,2.98,3,0
25.65,21.98,1.07,9.69,0.082,62.8,397.3,30.2,81.2,25.6,9.86,12,0
42.55,51.86,1.77,3.17,0.042,68.7,168.5,36.5,62.7,23.7,5.66,11,0
36.27,44.25,1.51,8.71,0.109,62.6,136.3,30.2,60.2,11.0,3.88,9,0
386.86,343.34,16.12,12.92,0.356,95.0,92.1,27.6,95.0,27.3,11.29,9,2
164.77,234.45,6.87,8.97,0.093,95.0,155.0,26.2,90.8,22.4,11.67,9,2
130.17,167.71,5.42,7.03,0.072,95.0,257.2,26.1,86.2,28.3,4.95,1,2
43.78,32.59,1.82,6.93,-0.007,62.3,140.2,28.7,69.5,11.7,9.72,10,0
245.68,349.28,10.24,11.05,0.205,95.0,187.9,30.0,95.0,21.2,12.23,9,2
105.31,130.79,4.39,9.92,0.08,91.5,335.9,25.1,73.7,22.5,10.38,8,2
47.84,49.36,1.99,4.03,0.017,59.0,113.8,30.5,71.1,21.9,6.21,5,0
73.07,103.85,3.04,7.14,0.078,72.7,239.8,16.3,82.9,60.9,6.36,6,1
46.83,46.71,1.95,10.08,0.156,69.9,211.9,28.0,74.6,19.7,3.75,12,1
9.34,7.13,0.39,7.56,0.007,53.7,50.1,30.3,75.4,24.9,13.07,11,1
69.08,53.1,2.88,3.6,-0.015,78.5,73.8,19.3,79.2,15.2,12.62,4,0
67.46,59.24,2.81,8.15,0.055,69.6,302.8,31.9,84.0,31.4,3.96,8,1
37.52,36.36,1.56,6.91,0.034,69.6,302.4,37.6,76.2,39.6,4.8,12,0
24.3,18.46,1.01,3.02,0.004,50.6,303.1,31.5,84.0,16.8,3.95,12,0
54.21,62.26,2.26,7.17,-0.013,64.9,114.9,29.3,80.4,15.4,12.84,11,1
35.55,47.76,1.48,6.35,-0.041,71.8,228.5,29.4,57.4,20.3,11.97,6,0
11.5,14.42,0.48,3.58,0.016,54.2,300.0,25.8,53.5,52.8,10.69,3,0
5.52,4.57,0.23,4.54,-0.001,53.1,31.7,24.1,55.1,15.7,2.42,3,0
18.71,26.27,0.78,5.03,0.015,60.1,158.8,31.1,57.3,10.0,5.08,11,0
44.79,48.84,1.87,7.89,0.065,60.7,251.5,24.5,62.1,22.6,3.68,9,0
166.54,185.23,6.94,6.59,0.169,95.0,238.0,30.1,88.2,12.0,6.16,8,1
154.05,193.28,6.42,6.38,0.131,95.0,713.1,25.3,95.0,13.4,10.93,9,1
18.96,24.59,0.79,1.87,-0.049,62.3,317.5,31.1,78.1,12.4,5.44,5,0
155.29,178.95,6.47,7.19,0.034,95.0,107.3,22.7,90.6,10.0,20.6,8,2
47.69,69.68,1.99,3.93,0.052,58.8,136.9,32.7,75.6,23.2,6.33,2,0
43.13,58.53,1.8,6.32,0.089,64.2,338.3,25.7,58.7,12.2,6.72,3,0
51.71,44.59,2.15,5.96,0.058,57.6,477.5,35.5,88.0,15.9,7.26,4,0
157.35,189.23,6.56,11.12,0.134,93.2,168.7,27.9,90.7,24.6,6.4,6,2
30.72,32.91,1.28,1.14,-0.055,52.7,73.4,30.4,56.9,37.2,3.05,4,0
46.85,45.14,1.95,5.0,0.023,74.9,74.9,31.4,81.3,11.3,9.94,5,0
114.88,128.99,4.79,7.6,0.06,86.6,158.7,33.9,93.9,37.5,10.76,7,2
154.25,152.19,6.43,7.23,0.136,95.0,137.2,24.7,93.6,21.9,4.92,9,2
30.41,21.39,1.27,5.3,0.014,58.7,217.3,30.4,73.8,32.4,8.49,11,0
33.01,30.38,1.38,4.91,0.117,59.5,187.2,33.8,71.9,11.7,4.44,3,0
57.3,53.63,2.39,6.32,0.024,60.4,243.8,25.5,72.1,30.1,6.6,3,0
23.33,34.91,0.97,8.21,0.034,54.1,336.1,20.7,69.6,27.8,9.49,5,0
42.21,51.85,1.76,8.6,0.041,58.8,339.6,22.6,65.4,11.2,14.3,1,0
47.9,71.5,2.0,6.87,0.061,70.0,44.5,29.5,68.8,13.8,0.81,11,1
37.53,30.57,1.56,6.57,0.108,64.3,136.6,33.7,84.9,30.8,10.66,7,0
48.48,57.99,2.02,6.97,0.031,64.8,73.0,25.3,74.5,24.4,4.43,1,0
28.61,41.2,1.19,3.52,0.002,54.9,250.6,31.7,79.7,37.0,4.15,3,0
119.53,171.4,4.98,6.0,0.088,82.5,33.1,27.2,95.0,37.0,5.25,7,1
84.76,76.92,3.53,3.75,0.051,78.4,100.8,27.0,78.6,23.9,7.02,3,0
204.34,208.78,8.51,11.85,0.205,95.0,145.2,25.5,95.0,49.7,8.16,8,2
21.26,26.66,0.89,3.31,-0.003,55.9,156.9,29.5,72.1,27.5,10.82,3,0
40.05,34.26,1.67,7.15,0.042,58.8,240.0,26.5,74.5,36.5,9.41,11,0
97.75,73.9,4.07,5.68,0.086,87.6,189.1,23.2,95.0,16.3,10.73,3,1
182.27,140.64,7.59,8.51,0.148,95.0,167.6,27.2,95.0,25.0,4.4,8,2
51.86,67.72,2.16,3.32,-0.002,58.7,183.4,34.5,66.1,24.2,9.97,1,0
381.36,370.82,15.89,9.83,0.298,95.0,163.1,28.0,95.0,21.2,5.51,7,2
29.12,41.23,1.21,3.5,0.051,63.9,55.9,25.0,61.7,29.0,9.34,12,0
66.4,99.32,2.77,8.89,0.086,80.2,519.3,29.2,65.5,10.4,7.89,5,1
140.07,162.07,5.84,7.38,0.197,95.0,73.4,30.9,84.1,20.4,4.36,8,2
171.48,153.13,7.15,10.26,0.145,95.0,112.5,24.6,95.0,23.6,9.29,9,2
100.67,79.95,4.19,10.29,0.109,83.5,231.2,32.9,87.4,38.7,14.26,6,2
60.49,76.31,2.52,4.87,-0.022,69.4,86.0,31.6,91.0,23.6,13.13,11,0
42.81,51.06,1.78,7.94,0.012,64.0,344.8,23.8,76.5,41.8,21.22,5,0
47.98,58.61,2.0,7.59,0.083,57.6,60.1,27.9,65.3,22.2,5.98,1,0
70.53,99.31,2.94,3.89,0.008,74.0,166.2,34.5,82.3,25.0,4.35,2,0
16.25,22.7,0.68,1.5,-0.027,64.0,294.0,25.7,60.3,11.2,15.98,10,0
249.85,280.85,10.41,5.61,0.144,95.0,350.3,27.6,95.0,21.6,10.69,9,2
46.55,43.17,1.94,8.59,0.079,59.4,43.9,34.7,84.3,23.7,4.61,12,1
162.15,129.28,6.76,5.04,0.126,95.0,187.1,31.4,89.6,36.7,4.77,7,1
46.02,64.56,1.92,6.48,0.031,58.4,157.1,30.7,68.0,13.5,3.56,3,0
51.47,51.74,2.14,7.29,0.014,69.5,197.4,20.3,85.5,31.5,7.88,5,1
22.34,26.3,0.93,2.57,-0.065,55.5,295.7,26.3,62.7,14.2,25.77,7,0
145.63,134.36,6.07,7.94,0.147,95.0,175.9,30.8,95.0,26.3,9.0,8,2
64.8,53.48,2.7,8.7,0.102,63.2,251.3,28.5,81.2,22.5,4.07,2,1
57.7,75.55,2.4,2.72,-0.053,62.0,223.0,28.3,72.6,21.0,7.33,10,0
57.99,53.85,2.42,4.43,0.071,71.5,158.4,33.8,85.6,23.6,8.25,10,0
38.02,32.84,1.58,7.9,0.017,64.6,57.4,28.7,82.5,17.6,9.45,11,1
155.65,123.19,6.49,7.47,0.078,95.0,440.7,26.4,95.0,14.3,8.99,8,2
54.34,56.13,2.26,5.89,-0.035,69.3,259.8,21.0,77.8,13.8,9.41,6,0
14.12,11.9,0.59,5.72,-0.008,56.3,216.8,31.4,79.3,20.7,2.88,4,0
53.62,70.13,2.23,4.6,0.056,60.1,180.2,22.5,68.1,22.4,7.94,4,0
44.37,64.71,1.85,7.35,-0.0,71.0,204.5,21.3,74.3,6.7,13.43,3,1
44.71,54.66,1.86,6.11,0.088,64.5,116.7,20.2,68.6,22.3,8.19,12,0
38.75,29.95,1.61,4.48,0.067,70.1,480.2,28.1,76.4,17.1,9.82,2,0
37.87,30.4,1.58,4.57,0.017,70.4,101.7,25.8,63.6,14.2,3.06,10,0
47.95,41.26,2.0,4.97,0.038,72.7,112.7,32.6,66.5,35.5,12.14,1,0
124.22,164.8,5.18,4.69,0.079,95.0,309.6,36.0,95.0,13.4,1.22,7,1
47.31,42.61,1.97,5.16,0.087,64.0,220.6,34.5,68.2,19.4,15.64,7,0
155.45,230.3,6.48,11.02,0.129,95.0,177.0,30.9,95.0,12.3,5.22,7,2
69.05,64.3,2.88,7.82,0.11,63.7,148.6,29.3,83.7,34.5,7.81,2,1
49.83,62.14,2.08,3.66,0.044,72.5,213.5,25.6,70.8,22.3,7.15,5,0
45.18,50.45,1.88,6.96,0.035,63.9,257.8,25.6,71.1,26.0,7.51,1,0
27.19,37.75,1.13,6.76,0.07,58.9,140.7,28.4,70.3,51.4,4.93,11,0
108.82,156.55,4.53,7.8,0.073,81.3,89.9,26.5,95.0,38.0,8.69,8,1
17.25,25.58,0.72,4.8,0.007,63.4,234.4,14.5,81.4,47.8,2.26,12,0
114.87,121.24,4.79,6.51,0.062,83.6,151.7,31.9,74.7,23.8,14.66,9,1
142.84,107.24,5.95,8.17,0.182,95.0,170.2,33.0,93.2,10.6,6.82,8,2
35.32,28.64,1.47,4.26,0.048,63.6,211.9,28.1,76.5,19.1,8.48,9,0
14.69,14.87,0.61,4.2,0.03,54.3,301.8,21.9,78.4,16.3,9.27,4,0
55.44,76.3,2.31,8.05,0.007,64.1,305.2,34.0,71.0,27.3,11.83,4,1
127.27,180.78,5.3,7.44,0.089,92.8,161.5,21.6,95.0,26.9,4.69,7,2
38.45,27.06,1.6,7.84,0.092,63.7,175.8,17.9,85.8,19.6,5.5,4,0
53.71,48.79,2.24,4.62,0.056,73.2,446.6,32.0,66.3,18.5,15.62,6,0
31.03,40.15,1.29,5.92,0.037,68.6,306.4,23.3,70.3,23.4,2.75,1,0
495.19,560.92,20.63,13.42,0.357,95.0,248.8,32.6,95.0,17.8,6.12,6,2
47.78,39.91,1.99,6.7,0.007,66.0,203.4,29.6,83.0,19.0,7.15,4,0
262.08,260.57,10.92,11.95,0.243,95.0,63.9,37.7,95.0,22.9,4.51,9,2
39.14,27.45,1.63,5.74,0.062,68.0,159.6,26.4,58.3,11.0,6.55,6,0
55.54,51.4,2.31,6.9,0.057,72.5,110.5,28.1,83.9,12.8,4.99,10,1
56.9,83.26,2.37,8.22,0.024,69.6,84.7,30.5,90.5,32.7,3.72,5,1
279.31,402.91,11.64,10.96,0.29,95.0,242.8,32.5,95.0,12.7,8.82,8,2
18.8,18.05,0.78,8.32,0.03,51.3,167.2,27.4,80.2,23.8,9.56,4,0
233.27,198.66,9.72,6.84,0.198,95.0,332.8,27.2,95.0,23.6,9.34,9,2
134.5,165.8,5.6,6.33,0.135,86.9,156.0,15.7,90.0,38.0,5.95,9,1
35.7,34.2,1.49,8.02,0.02,52.7,68.9,31.7,76.2,15.5,9.03,4,0
4.71,7.0,0.2,8.0,0.01,57.0,156.8,28.1,80.8,27.1,8.1,11,0
128.69,154.84,5.36,7.54,0.101,89.6,231.4,29.5,95.0,22.6,14.07,10,2
143.79,111.56,5.99,9.3,0.085,90.8,245.4,35.1,80.7,14.3,8.2,7,2
207.15,281.77,8.63,9.34,0.169,95.0,158.4,36.3,95.0,25.2,4.93,9,2
57.56,72.98,2.4,8.2,0.055,60.6,273.1,27.5,88.7,22.6,7.48,5,1
37.13,35.04,1.55,7.62,0.039,71.8,22.3,29.5,60.6,25.2,15.76,1,1
140.01,192.55,5.83,6.14,0.118,90.7,199.9,22.5,95.0,96.2,9.68,9,1
46.04,64.31,1.92,3.34,0.051,67.7,322.6,24.3,66.1,9.1,11.46,10,0
39.48,45.96,1.64,5.26,-0.023,65.4,72.3,23.7,65.2,10.1,1.32,4,0
23.1,33.04,0.96,7.68,0.039,54.3,206.4,27.1,74.6,17.8,11.05,1,0
6.46,8.53,0.27,5.36,-0.049,56.9,159.5,29.9,70.1,40.1,11.69,5,0
22.84,25.77,0.95,7.68,0.009,63.7,162.0,23.5,70.0,34.4,4.31,12,0
26.35,24.22,1.1,3.99,0.039,54.1,113.5,27.6,67.3,20.4,10.48,10,0
34.57,28.1,1.44,7.75,0.096,59.4,343.8,31.6,84.8,27.9,8.13,10,0
66.91,47.73,2.79,4.0,0.039,74.0,107.1,22.2,67.7,16.9,6.77,1,0
64.87,75.23,2.7,3.33,0.024,67.8,186.3,34.6,72.2,16.6,3.45,2,0
123.66,162.94,5.15,6.84,0.133,84.5,132.1,28.7,82.0,14.2,6.98,3,1
36.88,47.11,1.54,3.7,0.028,63.9,286.3,26.4,77.9,56.3,4.38,3,0
135.57,122.33,5.65,8.5,0.068,88.5,177.0,29.1,95.0,38.5,1.99,7,2
23.95,22.61,1.0,4.5,0.005,48.2,148.2,32.5,60.2,9.9,18.37,2,0
6.48,7.32,0.27,3.36,-0.005,47.6,267.6,25.1,79.3,29.6,4.44,4,0
125.02,145.7,5.21,6.28,0.149,92.6,86.5,32.2,95.0,10.4,5.19,7,1
0.71,0.84,0.03,7.45,0.03,47.5,226.8,30.8,55.1,20.0,4.83,2,0
22.96,23.69,0.96,5.17,0.024,63.9,332.8,17.5,58.2,25.0,8.42,3,0
40.23,57.54,1.68,6.35,0.059,69.3,194.6,31.7,68.4,44.8,11.7,4,0
62.24,63.19,2.59,2.27,0.003,65.7,253.1,29.9,70.9,12.3,4.39,4,0
47.63,55.66,1.98,5.83,0.084,75.8,298.2,29.8,87.7,12.0,7.62,3,0
13.57,19.0,0.57,4.42,-0.039,50.3,134.8,22.8,72.9,18.4,10.23,5,0
53.91,49.97,2.25,10.69,0.133,63.3,192.2,25.9,78.2,35.2,8.2,3,1
24.02,18.47,1.0,5.92,0.056,48.5,169.8,28.2,84.2,26.2,10.49,2,0
114.81,147.72,4.78,10.63,0.126,84.8,281.9,26.9,73.5,54.2,3.99,5,2
46.21,48.04,1.93,2.87,0.018,74.4,195.0,26.4,77.2,37.5,9.13,6,0
79.22,100.61,3.3,6.36,0.077,84.3,350.4,23.2,81.1,15.0,4.78,3,1
31.3,42.74,1.3,8.14,0.085,65.4,262.7,32.8,64.1,24.8,10.32,2,0
42.1,41.07,1.75,5.99,-0.021,73.7,216.3,22.3,88.2,17.4,4.78,11,0
91.84,109.7,3.83,3.65,0.056,84.0,299.0,29.2,89.2,25.9,16.61,1,0
24.04,20.65,1.0,6.84,-0.008,57.9,100.0,29.4,77.7,13.0,8.81,5,0
47.26,37.2,1.97,3.69,0.047,57.8,394.5,30.1,78.2,15.5,5.19,4,0
123.91,125.84,5.16,4.88,0.08,90.6,318.1,28.2,78.4,41.2,10.68,6,1
33.53,44.38,1.4,5.35,0.073,66.6,554.0,26.3,59.5,19.3,9.88,3,0
25.07,19.86,1.04,4.78,0.081,52.6,238.4,34.3,74.6,25.0,1.26,10,0
156.29,206.81,6.51,9.59,0.124,95.0,185.4,32.6,95.0,23.7,8.86,7,2
66.07,91.2,2.75,8.87,0.041,63.0,284.8,28.7,75.1,32.9,8.53,2,1
39.52,34.25,1.65,2.9,0.034,56.2,278.6,25.1,82.8,14.1,2.67,10,0
90.98,116.91,3.79,7.92,0.063,71.7,41.0,25.9,95.0,17.0,9.15,10,1
167.38,230.62,6.97,5.54,0.141,95.0,244.0,28.3,86.1,10.6,8.45,8,1
36.24,47.12,1.51,3.14,-0.042,71.8,422.7,29.6,73.3,19.2,9.11,1,0
53.2,40.71,2.22,6.74,0.081,71.0,45.5,30.3,89.5,19.4,3.98,12,1
167.13,162.97,6.96,8.75,0.175,95.0,154.2,24.9,86.7,13.4,4.4,1,2
72.97,69.02,3.04,6.61,0.076,72.2,205.8,29.9,73.2,19.4,7.03,4,1
108.85,116.19,4.54,8.43,0.098,82.1,208.8,28.2,94.8,20.4,11.48,9,1
38.83,37.48,1.62,6.38,0.018,53.5,119.8,27.1,87.3,16.6,5.69,1,0
30.8,46.0,1.28,7.33,0.078,53.9,208.0,22.1,72.5,39.0,4.27,3,0
38.58,57.2,1.61,8.27,0.012,62.8,241.4,33.6,58.1,30.6,8.46,1,0
45.65,51.65,1.9,4.63,-0.022,69.3,212.2,26.3,67.9,20.4,11.03,2,0
47.98,68.27,2.0,5.48,0.01,68.0,154.6,34.7,62.7,11.3,8.57,4,0
186.89,238.23,7.79,9.6,0.224,95.0,219.9,32.7,87.8,30.6,2.57,7,2
16.11,15.43,0.67,6.68,0.064,50.3,107.4,31.1,76.6,48.4,11.35,12,0
56.4,49.5,2.35,4.96,0.075,74.6,182.1,31.8,89.3,12.6,3.95,4,0
34.15,44.19,1.42,8.49,0.046,61.7,145.7,25.3,84.6,30.7,8.22,11,0
25.99,21.98,1.08,5.79,0.009,50.6,88.7,35.6,84.1,16.9,11.45,5,0
